CED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
CED502,15,28,29,23,4,59,2600,312,237,165,42,29,23,92,51,0,33,992,3,0,0,0,0,0,0,0,0,0,7,1760,942,444,74,49,44,121,78,4,86,3596,7,0,3,0,0,0,0,0,0,3,14,6609,1434,669,81,58,60,136,85,9,190,9330,4340,119,88,6,4,3,14,5,3,98,4684,1114,96,78,7,13,7,53,32,0,26,1432,335,100,125,28,14,25,84,59,6,12,783,0,0,0,0,0,0,0,0,0,0,7,1459,196,204,37,29,33,143,91,3,42,2221,12,0,0,0,0,0,0,0,0,4,13,5808,320,287,43,33,31,154,94,5,143,6925,2764,39,44,0,4,0,9,0,0,90,2955,528,24,18,3,3,4,4,3,0,13,604,191,38,31,3,0,3,23,10,0,10,310,4,0,0,0,0,0,0,0,0,0,3,724,66,44,9,3,3,32,13,0,22,919,13,0,0,0,0,0
CED503,8,7,7,3,0,18,806,28,17,12,5,0,0,18,8,0,9,110,0,0,0,0,0,0,0,0,0,0,0,473,259,93,7,4,7,24,13,0,24,913,0,0,0,0,0,0,0,0,0,19,20,5827,1112,416,38,23,24,44,20,10,166,7687,5516,242,143,24,12,24,24,18,3,147,6151,504,38,28,3,4,3,15,3,5,11,611,36,3,14,4,7,0,14,8,0,4,87,0,0,0,0,0,0,0,0,0,0,0,535,40,38,11,9,8,25,15,3,15,700,7,0,0,0,0,0,0,0,0,21,28,6062,283,178,27,24,24,46,30,9,190,6880,3745,105,66,12,0,9,11,9,0,144,4105,294,4,6,0,0,0,5,3,0,13,337,29,0,9,0,6,0,4,3,0,3,52,0,0,0,0,0,0,0,0,0,0,3,326,15,14,0,6,0,7,7,0,16,388,9,0,0,0,0,0
CED504,12,13,14,21,4,63,4072,1235,267,198,29,32,45,94,58,3,56,2014,8,0,0,0,0,0,3,0,0,0,14,4586,699,341,45,43,59,112,88,6,121,6101,6,0,0,0,0,0,0,0,0,3,11,8883,1003,449,66,50,63,125,88,9,210,10941,4241,89,37,3,4,7,7,8,0,81,4479,3118,66,53,7,9,4,19,21,0,54,3347,1200,120,115,22,20,18,76,44,0,45,1664,11,0,0,0,0,0,0,0,0,4,13,4327,188,172,25,25,30,89,65,0,108,5028,9,0,0,0,0,0,0,0,0,5,12,8574,277,210,31,24,36,101,72,4,191,9516,2541,51,15,3,0,0,0,0,0,67,2687,1554,18,14,0,0,0,4,5,0,37,1639,778,48,60,0,3,9,16,13,0,32,958,15,0,0,0,0,0,0,0,0,4,17,2350,66,74,9,3,8,18,21,0,68,2614,7,0,0,0,0,0
CED505,7,11,12,19,3,31,1770,77,25,29,9,10,11,35,19,6,10,225,0,0,0,0,0,0,0,0,0,0,6,1471,236,113,19,16,16,49,35,6,41,2002,4,0,0,0,0,0,0,0,0,0,3,6469,685,309,36,31,35,86,54,18,109,7832,4403,111,44,5,14,10,10,16,4,60,4686,1193,43,26,3,4,5,11,11,0,15,1315,133,33,50,6,11,4,69,33,0,7,347,3,0,0,0,0,0,0,0,0,0,3,1324,82,81,14,15,7,73,47,0,18,1662,4,0,0,0,0,0,0,0,0,5,13,5735,197,123,19,28,20,88,67,7,89,6366,2633,60,29,6,0,9,4,11,0,68,2828,686,12,10,0,0,0,3,4,0,20,758,142,23,16,4,10,9,25,0,0,9,237,6,0,0,0,0,0,0,0,0,3,11,840,31,32,7,12,8,31,11,5,35,1001,10,0,0,0,0,0
CED506,8,4,7,7,3,20,894,60,25,16,0,3,3,6,0,0,9,120,0,4,0,0,0,0,0,0,0,5,7,534,282,118,11,11,7,12,10,3,27,1022,7,0,0,0,0,0,0,0,0,25,36,4523,765,337,26,25,21,31,26,16,207,5985,3005,122,50,7,11,3,3,3,0,122,3324,306,40,17,4,0,0,6,0,0,9,382,56,7,7,0,4,8,15,5,0,4,97,3,0,0,0,0,0,0,0,0,0,3,364,37,25,3,7,10,17,9,0,13,485,15,0,0,0,0,0,0,0,0,6,25,3384,161,72,12,12,12,19,12,0,146,3834,1536,25,19,0,7,0,0,0,0,85,1669,173,0,12,0,0,0,0,0,0,8,194,22,5,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,194,6,11,0,0,0,3,0,0,5,223,15,0,0,0,0,0
CED507,0,4,6,7,0,14,609,14,20,15,0,3,4,10,7,0,8,77,0,0,0,0,0,0,0,0,0,0,5,377,186,60,3,3,9,16,9,0,17,686,9,0,0,0,0,0,0,0,0,16,18,4482,593,199,23,15,17,44,28,5,144,5544,4032,150,57,13,9,12,17,16,0,118,4424,349,30,25,0,6,0,0,3,0,12,427,30,3,4,3,4,0,13,6,0,0,56,3,0,0,0,0,0,0,0,0,0,3,381,28,26,3,3,7,16,5,0,16,482,5,0,0,0,0,0,0,0,0,4,8,4413,181,83,15,13,18,28,23,0,139,4915,2246,65,36,4,4,5,8,7,0,86,2458,255,8,9,0,0,0,0,0,0,9,282,25,0,5,0,0,0,0,0,0,4,33,7,0,0,0,0,0,0,0,0,0,7,289,8,11,0,0,0,0,0,0,10,320,7,0,0,0,0,0
CED508,18,9,24,15,0,29,2290,202,81,55,12,6,3,27,16,0,6,408,3,0,0,0,0,0,0,0,0,0,3,1879,462,183,21,20,17,53,35,5,34,2704,3,0,0,0,0,0,0,0,0,6,10,6737,925,380,38,28,33,77,50,14,109,8396,3932,112,77,11,4,5,13,12,0,67,4241,1668,59,40,6,3,4,18,18,0,31,1847,360,30,47,5,7,0,40,15,0,17,530,3,0,0,0,0,0,0,0,0,0,3,2039,92,85,15,10,10,54,33,0,52,2384,6,0,0,0,0,0,0,0,0,0,10,5975,208,163,23,12,18,69,49,5,125,6634,1979,57,26,7,5,0,12,10,3,65,2163,974,21,6,3,0,0,4,7,3,35,1055,418,15,18,4,0,0,9,10,0,23,499,3,0,0,0,0,0,0,0,0,3,4,1405,33,24,6,0,3,13,15,3,61,1563,4,0,0,0,0,0
CED509,12,11,9,19,7,23,1568,138,62,65,14,11,11,33,29,0,19,384,5,0,0,0,0,0,0,0,0,0,11,1126,429,190,31,24,18,47,45,4,43,1963,5,3,0,0,0,0,0,0,0,70,83,6519,1114,437,47,50,26,56,57,14,213,8533,4758,133,104,16,14,13,24,11,4,70,5151,746,52,33,13,3,3,21,18,0,23,911,143,35,40,13,12,8,47,27,6,8,328,5,0,0,0,0,0,0,0,0,0,7,895,85,74,23,11,11,68,40,0,33,1249,4,0,0,0,0,0,0,0,0,18,21,5659,221,174,42,24,28,88,46,8,124,6420,2839,85,37,10,3,9,9,0,0,101,3100,458,16,12,0,4,0,6,4,0,13,508,104,16,8,3,0,3,8,7,0,11,168,0,0,0,0,0,0,0,0,0,0,0,566,35,17,3,4,3,12,11,0,23,679,6,0,0,0,0,0
CED510,8,8,12,5,4,10,1818,103,21,21,4,5,5,24,6,0,5,189,3,0,0,0,0,0,0,0,0,0,3,1555,262,84,18,8,18,34,7,4,17,2010,6,0,0,0,0,0,0,0,0,4,10,9258,1464,387,43,30,26,66,25,13,101,11402,6774,251,114,19,16,26,37,9,8,81,7339,1355,49,27,6,0,9,12,3,0,18,1480,151,20,34,7,8,12,25,16,0,9,268,4,0,0,0,0,0,0,0,0,0,6,1509,69,56,8,8,17,32,23,0,26,1759,12,0,0,0,0,0,0,0,0,0,12,8291,318,168,27,29,41,72,33,13,107,9102,3030,160,62,6,5,15,23,7,0,83,3393,572,28,15,4,6,0,4,3,0,16,641,106,18,5,5,0,0,6,0,0,5,143,3,0,0,0,0,0,0,0,0,0,3,680,46,22,7,6,0,6,3,0,17,788,9,0,0,0,0,0
CED511,3,8,13,5,0,25,731,32,35,22,7,3,5,8,4,0,0,108,0,0,0,0,0,0,0,0,0,0,0,421,231,97,10,7,13,22,7,5,26,842,11,0,0,0,0,0,0,0,0,9,14,4622,595,258,34,21,25,42,13,10,197,5811,3870,133,60,10,9,3,10,7,0,170,4266,316,23,14,3,3,3,8,0,0,15,392,21,11,13,0,4,0,10,9,0,11,77,5,0,0,0,0,0,0,0,0,0,4,345,37,26,5,3,3,22,10,0,24,480,22,0,0,0,0,0,0,0,0,6,27,4241,168,89,16,11,9,26,14,4,203,4775,2370,43,22,0,0,0,10,0,0,121,2575,211,6,3,0,0,3,5,0,0,8,240,15,3,0,0,0,0,0,3,0,3,32,0,0,0,0,0,0,0,0,0,0,0,231,9,5,0,0,3,8,8,0,9,274,11,0,0,0,0,0
CED512,9,15,19,9,3,30,2135,271,74,77,16,12,7,45,30,0,12,550,0,0,0,0,0,0,0,0,0,0,6,1617,607,243,27,20,21,66,39,3,45,2688,3,0,0,0,0,0,0,0,0,0,3,7236,2234,756,63,45,48,91,62,16,127,10660,4304,362,224,42,37,35,53,21,6,70,5142,921,96,63,20,5,16,22,18,3,18,1184,217,35,70,10,8,13,46,21,6,13,426,5,0,0,0,0,0,0,0,0,0,3,1140,131,136,31,13,29,73,31,5,29,1616,11,0,0,0,0,0,0,0,0,3,14,5449,490,357,67,46,72,124,54,9,108,6774,2438,228,115,28,12,24,22,13,3,85,2965,334,29,33,7,4,6,3,8,0,19,437,97,22,12,4,5,3,11,5,0,11,178,0,0,0,0,0,0,0,0,0,0,0,437,58,46,13,4,9,16,7,0,29,619,15,0,0,0,0,0
CED513,20,13,13,35,5,54,2231,402,89,83,11,13,30,56,29,0,40,750,0,0,0,0,0,0,0,0,0,3,3,2116,336,206,30,30,44,68,60,5,92,2982,5,0,0,0,0,0,0,0,0,5,11,6845,660,336,45,40,62,97,75,9,168,8340,4051,82,53,6,9,3,9,11,0,73,4295,1774,42,46,10,4,4,11,22,0,62,1970,498,50,66,20,5,12,39,34,0,15,737,9,0,0,0,0,0,0,0,0,0,15,2279,88,115,23,9,10,57,50,0,76,2721,4,0,0,0,0,0,0,0,0,5,10,6341,167,164,29,22,16,65,62,0,153,7023,2081,31,29,0,3,5,4,4,0,69,2226,1211,15,12,3,0,0,0,4,0,49,1294,473,28,21,6,0,5,10,7,0,14,552,7,0,0,0,0,0,0,0,0,0,7,1688,42,29,5,0,3,11,7,0,63,1851,12,0,0,0,0,0
CED514,23,23,26,29,8,27,2459,286,148,130,30,33,23,100,74,8,34,849,8,5,0,0,0,0,0,0,0,3,19,1997,590,289,53,60,49,124,97,9,62,3327,4,0,0,0,0,0,0,0,0,4,9,6750,956,478,73,72,62,145,116,16,152,8814,4065,135,83,10,6,6,17,8,0,75,4396,1466,99,59,16,12,13,22,20,0,35,1729,295,83,91,19,12,22,74,45,0,19,653,0,0,0,0,0,0,0,0,0,3,11,1763,180,152,40,24,27,91,66,0,54,2397,7,0,0,0,0,0,0,0,0,10,17,5834,310,232,49,29,35,107,74,3,138,6809,2445,45,21,4,7,0,10,5,4,101,2633,851,23,12,3,3,4,4,10,0,26,933,202,34,22,0,0,3,13,4,0,9,291,3,0,0,0,0,0,0,0,0,11,10,1051,59,34,3,9,6,18,8,0,47,1234,9,0,0,0,0,0
CED515,17,16,33,46,9,33,4139,400,185,128,39,26,27,96,53,7,34,996,8,0,0,0,0,0,0,0,0,0,4,3304,961,416,57,47,44,134,100,11,71,5138,0,0,0,0,0,0,0,0,0,14,19,8830,1483,604,72,56,53,153,113,14,150,11518,5163,142,48,3,11,10,16,10,6,74,5478,2884,128,81,17,9,4,30,49,7,40,3257,562,85,152,39,19,19,122,56,0,21,1076,12,0,0,0,0,0,0,0,0,0,13,3458,209,241,53,31,24,155,107,3,67,4341,3,0,0,0,0,0,0,0,0,5,7,8625,351,285,60,41,32,168,118,5,145,9832,3037,66,24,9,6,0,14,4,0,96,3264,1244,30,29,0,0,7,12,11,3,23,1356,355,52,35,7,8,8,26,11,0,12,504,5,0,0,0,0,0,0,0,0,4,3,1602,83,64,13,7,15,32,23,3,34,1869,7,0,0,0,0,0
CED594,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,31,37,170,15,7,3,0,0,3,4,0,46,244,137,9,0,0,0,0,0,0,0,4,149,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,13,141,12,0,0,0,0,0,0,0,17,175,31,0,4,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
CED597,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,5,0,4,3,0,7,293,14,17,38,13,7,6,14,7,0,0,117,0,0,0,0,0,0,0,0,0,0,0,232,47,55,21,14,9,17,12,0,7,406,4,0,0,0,0,0,0,0,0,0,4,1782,143,89,22,20,4,21,12,0,53,2152,1861,32,10,5,3,0,7,5,0,46,1972,204,10,8,3,3,0,3,0,0,0,232,17,6,23,8,0,0,6,6,0,3,68,0,0,0,0,0,0,0,0,0,0,0,223,14,24,10,5,0,11,6,0,3,303,0,0,0,0,0,0,0,0,0,3,3,2090,49,41,14,7,0,16,4,0,53,2271,1316,9,7,0,0,0,0,0,0,63,1404,177,0,0,0,0,0,0,0,0,10,191,14,11,16,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,187,14,16,0,0,0,0,3,0,15,244,4,0,0,0,0,0
CED602,3,0,0,0,0,6,246,9,8,3,0,0,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,179,54,12,9,3,0,5,5,0,6,276,3,0,0,0,0,0,0,0,0,0,3,1642,136,40,11,8,6,10,5,4,55,1918,1841,42,19,3,3,4,4,3,0,72,1987,157,13,0,0,4,0,0,0,0,4,177,10,0,0,0,0,3,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,160,16,4,0,5,3,4,3,0,8,199,5,0,0,0,0,0,0,0,0,0,5,2007,54,20,3,4,7,10,5,0,79,2186,1341,7,9,3,0,0,0,0,0,59,1417,144,0,4,0,0,0,0,0,0,0,152,4,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,152,4,4,0,0,0,0,0,0,4,163,7,0,0,0,0,0
CED603,4,3,0,10,0,6,525,65,29,45,14,22,11,25,14,0,0,219,3,0,0,0,0,0,0,0,0,0,6,451,101,75,20,22,14,31,23,0,7,756,3,0,0,0,0,0,0,0,0,0,3,2017,156,110,23,24,18,37,29,0,46,2458,1664,24,11,0,4,3,7,5,0,50,1764,392,12,7,0,0,0,9,4,0,13,437,67,18,35,0,8,8,17,4,0,3,166,0,0,0,0,0,0,0,0,0,0,3,466,33,47,0,11,11,23,9,0,11,610,0,0,0,0,0,0,0,0,0,4,3,2134,54,57,0,10,14,28,13,0,62,2374,1069,0,0,0,0,0,0,3,0,35,1120,340,0,0,0,0,0,0,0,0,5,351,81,12,13,5,0,6,7,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,421,15,11,5,0,3,7,0,0,3,465,5,0,0,0,0,0
CED604,0,3,7,5,0,0,350,13,12,8,13,8,0,16,6,0,4,78,0,0,0,0,0,0,0,0,0,0,0,289,57,18,14,10,3,25,16,0,4,433,0,0,0,0,0,0,0,0,0,8,8,2161,167,63,19,9,6,28,16,0,59,2526,2190,46,29,6,4,0,4,4,0,66,2346,269,12,5,0,4,0,5,0,0,9,305,23,5,14,4,0,3,24,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,288,23,21,7,5,3,29,4,0,12,385,6,0,0,0,0,0,0,0,0,3,6,2483,63,48,12,5,4,28,13,0,79,2744,1474,22,8,0,0,5,3,0,5,74,1586,211,0,0,0,0,0,0,0,0,0,214,15,8,4,0,0,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,228,8,5,0,0,0,5,0,0,3,250,10,0,0,0,0,0
CED605,0,3,6,3,0,4,256,8,4,0,4,0,4,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,199,46,12,0,0,3,3,3,0,4,282,0,0,0,0,0,0,0,0,0,6,6,1774,131,51,4,9,10,13,11,0,70,2082,2090,44,7,0,0,4,9,5,0,106,2266,167,4,3,3,0,0,0,0,0,3,181,12,5,4,5,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,178,11,13,4,0,0,0,0,0,3,211,3,0,0,0,0,0,0,0,0,0,3,2276,53,20,12,0,4,5,5,0,113,2478,1247,3,4,5,0,0,3,0,0,67,1324,102,3,0,0,0,0,0,0,0,9,120,6,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,113,3,0,0,0,0,0,0,0,7,129,3,0,0,0,0,0
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,33,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,24,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,6,3,13,8,6,14,600,84,13,9,6,9,5,21,10,0,8,158,3,5,0,0,0,0,0,0,0,0,6,438,160,58,8,15,6,32,21,3,21,772,5,0,0,0,0,0,0,0,0,13,22,1721,266,141,24,25,19,58,41,16,90,2398,921,29,23,7,6,3,3,0,0,39,1029,228,16,9,0,7,0,11,3,0,13,290,102,0,8,0,0,4,14,4,0,4,136,4,0,0,0,0,0,0,0,0,0,0,332,15,11,0,8,3,29,12,0,19,428,0,0,0,0,0,0,0,0,0,14,15,1252,48,37,7,11,6,37,11,0,64,1476,386,3,6,0,0,0,0,0,0,27,433,60,0,4,0,0,0,0,0,0,5,74,39,0,0,0,0,0,6,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,105,0,8,0,0,0,8,0,0,9,127,0,0,0,0,0,0
CED702,8,7,17,15,0,27,1432,185,39,37,6,6,3,25,28,0,11,357,0,0,0,0,0,0,0,0,0,0,0,1237,267,111,21,18,13,44,40,0,40,1787,3,0,0,0,0,0,0,0,0,8,14,2819,415,169,33,38,16,71,54,0,78,3688,1315,20,19,4,6,0,6,3,0,37,1418,832,38,23,0,0,3,14,14,0,24,938,230,18,33,5,5,4,29,17,0,13,347,8,0,0,0,0,0,0,0,0,0,8,1061,58,58,5,7,8,43,31,0,35,1292,5,0,0,0,0,0,0,0,0,11,9,2380,77,76,7,10,13,46,30,0,82,2722,584,6,0,0,0,0,0,0,0,22,620,372,13,6,0,0,4,3,6,0,10,419,195,7,4,0,0,0,7,8,0,10,230,3,0,0,0,0,0,0,0,0,0,3,576,19,4,0,4,4,12,13,0,26,653,4,0,0,0,0,0
