CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED316,10034,5510,4884,4538,4897,4814,3935,1869,385,40861,1469,1255,1225,1506,1939,2748,3748,2177,536,16600,125,180,249,326,632,1286,1998,1468,396,6654,11,28,42,106,311,797,1542,1393,414,4648,1600,1463,1518,1937,2884,4824,7293,5036,1345,27901,1290,784,727,720,910,930,857,548,219,6984,12923,7757,7126,7192,8690,10573,12084,7449,1947,75739,9697,4785,4738,4853,5276,5500,4312,1823,488,41474,1153,1649,1720,1874,2323,3230,3912,2414,815,19096,119,323,488,612,872,1517,2133,1498,586,8155,3,20,91,223,500,1063,1539,1299,596,5336,1277,1989,2301,2705,3699,5814,7588,5216,2001,32592,1171,702,671,669,776,870,893,689,316,6755,12147,7477,7711,8228,9748,12182,12792,7726,2804,80821,19732,10296,9626,9390,10170,10316,8244,3689,871,82334,2619,2905,2948,3379,4264,5979,7656,4589,1353,35694,246,500,734,937,1509,2804,4133,2964,983,14808,18,43,132,327,809,1860,3084,2690,1013,9980,2881,3453,3815,4644,6577,10641,14885,10248,3345,60488,2464,1487,1397,1386,1690,1798,1749,1238,530,13733
CED317,13695,7509,7450,6376,6497,6011,3871,1472,325,53200,1346,1056,1182,1409,1916,2809,2780,1540,421,14456,71,107,142,271,529,985,1304,858,240,4503,3,6,21,60,177,562,858,608,228,2536,1419,1170,1344,1739,2623,4358,4940,3013,886,21494,2272,1636,1971,1668,1752,1521,1075,600,210,12696,17388,10317,10764,9781,10871,11886,9883,5082,1420,87392,13065,6406,7085,6580,6500,5738,3536,1385,341,50638,938,1267,1709,1841,2206,2743,2613,1536,516,15379,39,208,332,467,699,1122,1212,802,361,5252,0,15,45,107,313,655,764,606,294,2794,979,1488,2087,2423,3222,4523,4590,2944,1175,23425,2018,1161,1325,1263,1324,1151,913,528,264,9946,16060,9054,10496,10263,11044,11413,9039,4856,1779,84011,26761,13919,14532,12954,13001,11750,7408,2856,667,103843,2282,2325,2893,3251,4127,5554,5395,3081,937,29832,110,316,474,739,1221,2106,2515,1661,603,9752,4,21,72,170,493,1222,1623,1211,525,5334,2394,2655,3435,4165,5841,8876,9534,5948,2067,44919,4290,2797,3294,2923,3074,2673,1984,1129,469,22641
CED318,14000,7731,8108,7791,7827,6147,3472,1179,226,56484,1041,1031,1167,1541,2164,2631,2546,1188,291,13609,53,85,156,280,525,835,1032,634,199,3807,5,7,16,64,158,412,624,451,161,1899,1102,1126,1340,1888,2844,3879,4202,2272,655,19308,2077,1384,1774,1534,1601,1392,970,413,117,11257,17177,10243,11227,11208,12269,11413,8650,3861,1000,87048,13600,7249,8515,8534,7989,5931,3315,1148,293,56569,750,1377,1803,2060,2532,2751,2424,1212,441,15356,33,190,310,442,653,1013,1048,661,306,4664,3,15,42,96,220,467,569,423,236,2063,790,1584,2152,2602,3400,4229,4041,2295,981,22083,1947,1243,1594,1351,1291,1194,801,376,140,9917,16338,10072,12259,12483,12680,11355,8157,3821,1405,88573,27601,14976,16625,16326,15817,12076,6795,2327,519,113055,1798,2408,2968,3603,4694,5387,4976,2398,729,28962,94,285,472,722,1173,1847,2080,1299,505,8467,8,23,64,162,376,882,1188,874,395,3961,1899,2709,3498,4486,6246,8108,8240,4568,1633,41393,4023,2626,3362,2879,2891,2586,1773,783,251,21174
CED319,12549,7248,9260,8792,6752,4429,2329,1020,305,52680,1084,1408,2117,2105,2203,2161,1902,1065,404,14447,42,148,335,364,549,724,951,635,299,4053,0,13,39,78,172,389,562,584,270,2100,1129,1571,2488,2543,2927,3279,3417,2280,973,20599,912,710,937,837,745,547,358,224,162,5436,14588,9523,12686,12178,10425,8247,6100,3524,1442,78720,11925,6438,8956,8456,6721,4590,2713,1283,474,51555,822,2071,2816,2524,2434,2311,2082,1544,777,17382,55,347,600,554,756,906,1061,925,568,5773,6,24,67,129,312,500,678,711,550,2972,880,2438,3482,3207,3499,3715,3823,3181,1892,26123,901,598,780,714,627,480,367,301,396,5159,13709,9468,13225,12377,10842,8787,6893,4768,2760,82842,24477,13680,18220,17248,13471,9018,5037,2305,779,104234,1910,3480,4938,4628,4639,4475,3986,2610,1179,31823,100,496,934,921,1308,1629,2014,1564,864,9824,5,34,101,208,480,891,1240,1293,819,5065,2010,4011,5975,5756,6422,6990,7234,5460,2859,46721,1810,1306,1721,1554,1373,1025,727,527,559,10598
CED320,14202,7908,7543,6608,6468,5013,3390,1385,263,52777,2278,1888,1960,2116,2500,2825,3121,1768,412,18868,237,256,391,498,746,1185,1760,1185,320,6566,14,33,70,134,306,714,1318,1028,312,3935,2533,2173,2426,2745,3550,4723,6203,3977,1045,29371,1756,1359,1623,1424,1180,857,655,368,128,9349,18485,11451,11590,10777,11198,10593,10239,5725,1435,91490,13987,7025,7271,6696,6334,5231,3697,1451,305,51990,1766,2439,2861,2751,2875,3123,3517,1938,609,21884,177,474,846,927,1172,1565,1920,1185,438,8702,11,48,189,333,662,1011,1336,1012,416,5017,1954,2957,3898,4007,4711,5695,6775,4133,1460,35599,1657,994,999,899,894,736,677,413,230,7499,17600,10974,12167,11607,11937,11660,11153,5998,1998,95091,28182,14934,14805,13309,12795,10242,7092,2832,573,104767,4047,4331,4825,4862,5378,5949,6635,3702,1020,40752,413,724,1232,1425,1920,2746,3674,2371,759,15267,26,83,262,466,969,1726,2663,2042,727,8954,4488,5137,6318,6754,8265,10418,12975,8111,2499,64968,3411,2360,2622,2323,2073,1593,1326,777,358,16850
CED321,11235,5766,5674,4936,5330,5054,3531,1484,301,43317,1573,1218,1270,1384,1875,2740,2961,1544,451,15007,124,173,194,302,568,1009,1395,913,232,4905,7,14,39,80,254,618,1011,736,239,2990,1700,1401,1498,1767,2690,4365,5367,3191,919,22904,1734,1086,1157,995,1208,1294,1013,621,217,9328,14673,8253,8325,7697,9231,10715,9919,5301,1440,75547,10993,5023,5372,5101,5320,4908,3214,1444,381,41755,1112,1468,1699,1744,2093,2727,2598,1607,626,15670,86,341,443,507,812,1181,1446,888,397,6098,4,25,81,188,451,881,1021,766,327,3747,1194,1837,2220,2442,3352,4787,5071,3261,1348,25511,1701,955,982,980,1091,1087,893,586,331,8604,13889,7816,8573,8518,9764,10783,9174,5291,2054,75875,22227,10783,11044,10037,10656,9967,6744,2929,681,85071,2684,2689,2966,3120,3959,5459,5570,3149,1069,30678,206,509,633,813,1380,2188,2839,1803,630,11003,13,39,115,269,705,1496,2036,1507,560,6735,2897,3238,3718,4203,6041,9150,10443,6457,2263,48413,3435,2042,2144,1974,2301,2385,1906,1205,550,17936
CED322,12184,7233,7445,7800,7287,5090,3444,1369,343,52196,1299,1144,1274,1609,1954,2152,2322,1379,433,13567,74,102,165,252,392,671,985,852,316,3806,8,4,18,34,101,256,570,559,298,1854,1386,1249,1461,1900,2442,3076,3868,2788,1051,19218,1172,792,941,881,945,736,537,353,196,6550,14739,9279,9852,10573,10668,8904,7845,4510,1590,77965,11997,7054,7878,8638,7793,5858,3925,1508,474,55125,969,1619,1890,2028,2153,2521,2660,1681,747,16278,40,207,323,410,544,769,1179,932,516,4919,0,26,38,84,190,376,586,691,520,2499,1011,1847,2250,2525,2889,3669,4425,3301,1784,23696,1145,791,941,944,864,728,625,438,354,6817,14149,9691,11072,12104,11540,10259,8972,5242,2606,85643,24179,14293,15324,16434,15075,10951,7371,2875,821,107322,2275,2760,3166,3639,4103,4675,4983,3057,1185,29843,112,307,486,657,935,1443,2162,1786,837,8724,8,27,53,118,291,633,1156,1250,813,4351,2394,3097,3712,4420,5329,6746,8296,6089,2835,42917,2316,1576,1888,1825,1805,1461,1158,788,546,13371
CED323,10544,8249,10707,8287,7608,5918,3970,1808,379,57476,1101,1386,1672,1802,2079,2464,2763,1697,524,15482,86,145,225,304,459,805,1143,970,346,4474,6,12,26,78,177,388,698,699,309,2388,1186,1554,1925,2179,2710,3652,4596,3368,1177,22350,1252,1103,1646,1237,1242,1124,894,566,229,9305,12981,10905,14285,11704,11562,10694,9461,5739,1792,89128,10074,7974,10616,8358,7791,6347,4397,1969,490,58015,885,1880,2143,1917,2347,2713,2893,1980,704,17450,50,319,429,426,630,935,1247,1074,512,5621,7,20,54,106,243,454,715,715,456,2774,937,2214,2629,2445,3217,4099,4855,3766,1669,25841,1032,1154,1615,1172,1111,1138,895,648,391,9156,12042,11340,14862,11977,12124,11584,10155,6378,2549,93016,20620,16226,21324,16648,15401,12264,8371,3772,872,115490,1985,3266,3817,3714,4417,5176,5658,3671,1226,32936,135,468,656,729,1091,1739,2386,2043,855,10098,11,36,86,182,418,837,1410,1419,764,5156,2124,3771,4555,4624,5934,7754,9454,7136,2850,48194,2284,2256,3265,2406,2352,2261,1789,1213,621,18460
CED324,13389,9083,11427,9798,7021,4877,2738,1039,263,59628,1084,1529,1880,1774,1900,1999,1844,1071,363,13442,47,168,270,290,452,617,829,643,214,3539,0,12,40,60,140,320,472,470,218,1733,1130,1717,2191,2123,2496,2936,3137,2187,795,18712,909,781,985,775,677,537,349,184,80,5279,15430,11575,14609,12699,10194,8342,6224,3415,1133,83616,12961,7923,10400,9590,7019,4995,3046,1159,392,57484,827,2021,2251,2113,2121,2121,2070,1291,598,15406,44,337,468,482,573,758,862,779,451,4752,7,21,55,124,230,373,528,518,420,2278,865,2382,2771,2721,2925,3250,3457,2592,1469,22437,906,660,825,743,558,471,367,237,164,4935,14738,10964,14000,13051,10506,8719,6867,3990,2025,84858,26348,17006,21833,19383,14041,9872,5780,2199,652,117114,1907,3554,4127,3887,4025,4117,3909,2362,962,28848,89,504,741,771,1030,1378,1692,1428,666,8287,5,35,100,184,370,687,997,995,642,4016,1999,4092,4970,4848,5425,6182,6594,4780,2266,41149,1815,1443,1811,1518,1240,1005,711,421,244,10214
CED325,17634,9415,9546,9579,7394,4816,2462,819,188,61849,1891,1658,1913,2136,2312,2445,1901,915,222,15399,132,216,291,434,575,863,868,591,175,4161,11,17,33,84,197,404,584,432,152,1911,2041,1898,2240,2650,3086,3714,3352,1937,552,21471,1825,1352,2138,1892,1299,804,419,187,83,9996,21497,12659,13925,14116,11781,9339,6229,2946,818,93316,16741,8368,9679,9689,7350,4829,2613,888,285,60447,1372,2011,2502,2634,2663,2527,2080,1141,401,17333,88,414,645,658,853,1023,1052,676,318,5720,4,44,99,185,393,627,674,586,275,2886,1472,2468,3244,3472,3907,4178,3804,2401,993,25937,1713,942,1085,1041,772,598,358,205,102,6816,19927,11781,14009,14208,12022,9604,6777,3504,1376,93200,34375,17786,19226,19271,14747,9646,5070,1709,468,122297,3265,3667,4415,4766,4975,4973,3986,2061,623,32728,226,631,934,1087,1430,1889,1920,1266,495,9875,19,64,132,268,590,1037,1257,1011,430,4803,3511,4362,5484,6125,6994,7892,7159,4341,1544,47403,3539,2293,3231,2925,2066,1409,777,397,178,16814
CED326,15479,8023,7837,8895,7199,4912,3049,1185,329,56909,1856,1652,1833,2277,2479,2505,2562,1485,483,17133,147,230,355,457,717,972,1351,959,328,5514,6,24,32,115,258,521,931,929,340,3164,2013,1904,2224,2846,3460,4000,4839,3370,1145,25805,1392,793,876,897,879,636,504,335,169,6472,18878,10715,10939,12640,11538,9549,8387,4893,1646,89184,14973,6937,7825,9025,7285,5214,3556,1498,443,56755,1430,2172,2616,2818,2915,2954,3047,1902,822,20683,104,459,679,765,1042,1255,1594,1195,568,7666,14,30,110,230,516,843,1127,1075,573,4521,1547,2660,3410,3812,4478,5053,5770,4175,1960,32868,1290,775,820,882,778,632,545,415,329,6471,17808,10380,12051,13719,12544,10901,9879,6079,2736,96101,30451,14963,15662,17927,14485,10132,6606,2679,771,113668,3287,3822,4450,5096,5396,5461,5615,3390,1304,37813,254,692,1038,1220,1766,2224,2942,2152,888,13178,19,56,147,343,780,1367,2056,2006,913,7678,3561,4564,5631,6663,7942,9052,10607,7538,3110,58668,2677,1568,1697,1779,1652,1267,1052,746,501,12947
CED327,17485,9734,9618,9690,6913,4661,2621,876,131,61733,2058,1708,1856,2148,2219,2397,2091,967,172,15626,154,228,308,392,638,889,991,571,165,4332,10,19,54,124,258,471,728,564,186,2426,2220,1957,2223,2668,3119,3758,3808,2104,526,22385,2157,1249,1242,1203,984,710,447,231,114,8333,21861,12938,13077,13563,11020,9132,6882,3210,768,92452,17191,8444,9386,9710,6671,4812,2836,796,186,60034,1519,2009,2249,2595,2621,2652,2218,999,299,17164,113,391,582,696,945,1139,1190,647,263,5966,5,36,109,218,475,681,856,625,347,3353,1643,2435,2943,3517,4038,4469,4261,2276,904,26485,1975,1100,1187,1174,871,615,478,271,211,7887,20804,11986,13514,14398,11583,9901,7575,3343,1297,94401,34677,18180,19005,19398,13585,9480,5456,1668,322,121768,3579,3720,4108,4745,4838,5051,4300,1973,467,32794,261,619,893,1092,1582,2026,2185,1222,424,10302,16,51,166,345,737,1147,1584,1185,533,5778,3857,4394,5167,6183,7161,8227,8072,4384,1429,48873,4127,2350,2428,2381,1856,1326,927,503,321,16217
CED328,13634,10912,7573,8309,7736,4667,2761,1124,245,56967,1285,1998,1674,1814,2172,1889,1870,1216,352,14272,51,226,233,275,383,501,752,669,286,3367,0,18,32,53,99,214,408,444,185,1447,1342,2243,1937,2140,2655,2600,3026,2330,818,19086,684,852,637,588,594,455,269,179,117,4383,15662,14010,10141,11040,10989,7721,6059,3630,1179,80434,13044,9355,7122,8748,7937,4973,3258,1417,370,56218,871,2776,2062,2244,2399,2057,2079,1378,606,16470,59,404,448,451,557,676,875,673,430,4574,9,24,44,92,169,268,428,479,371,1887,943,3210,2553,2788,3120,2995,3387,2529,1409,22928,707,662,568,549,558,415,332,237,193,4216,14689,13222,10248,12080,11618,8381,6971,4178,1975,83367,26679,20267,14694,17054,15679,9634,6025,2542,612,113186,2155,4780,3740,4059,4567,3946,3948,2592,962,30745,113,635,676,728,937,1171,1627,1340,715,7938,8,39,75,138,273,480,839,924,558,3335,2279,5453,4489,4922,5773,5595,6412,4862,2226,42018,1391,1515,1207,1134,1155,871,595,418,309,8595
CED329,9700,5510,4233,4605,5871,5731,4693,1833,325,42502,1228,1157,1088,1357,1963,2941,3508,1918,481,15650,114,126,174,314,573,1104,1798,1153,292,5653,9,16,30,87,238,716,1210,956,317,3574,1356,1296,1296,1758,2771,4757,6515,4024,1091,24877,1282,935,962,1017,1148,1097,877,480,186,7992,12344,7745,6488,7381,9795,11583,12092,6338,1602,75366,9206,4590,4026,5128,6077,6303,4650,1719,435,42138,966,1366,1391,1716,2267,3216,3577,2016,637,17152,82,261,332,489,845,1313,1731,1075,487,6622,4,24,66,149,415,917,1117,891,423,4002,1058,1647,1793,2359,3521,5448,6424,3987,1549,27776,1244,654,639,758,969,989,859,542,315,6954,11506,6889,6459,8242,10567,12733,11936,6247,2300,76871,18906,10102,8257,9739,11950,12031,9343,3554,764,84637,2201,2523,2476,3075,4228,6160,7085,3940,1120,32798,198,385,513,805,1418,2415,3528,2235,785,12278,18,35,97,236,650,1629,2328,1842,740,7575,2414,2948,3086,4113,6291,10203,12943,8013,2641,52652,2524,1590,1603,1770,2114,2076,1737,1019,499,14950
CED330,15686,8051,7031,7705,7752,5854,3279,1145,194,56689,2141,1668,1581,2055,2568,2928,2644,1301,278,17151,150,193,266,396,654,1053,1358,795,208,5080,13,20,38,108,256,568,937,702,182,2816,2297,1877,1887,2558,3476,4540,4939,2796,663,25044,1884,1128,981,1162,1270,971,650,371,114,8543,19868,11058,9901,11427,12495,11370,8867,4314,974,90275,15037,7314,7090,7675,7404,5665,3211,1127,241,54763,1548,2017,2232,2617,2999,3017,2696,1291,377,18783,128,355,564,750,1021,1318,1349,710,303,6499,7,31,87,200,461,733,936,650,309,3414,1676,2403,2874,3569,4480,5065,4981,2653,990,28688,1729,1057,1019,1129,1085,832,591,325,167,7936,18441,10770,10984,12375,12971,11562,8783,4110,1401,91387,30723,15363,14125,15382,15154,11516,6485,2271,434,111454,3680,3684,3812,4669,5567,5941,5339,2593,655,35932,279,548,830,1154,1677,2372,2711,1506,506,11574,17,51,121,305,716,1299,1871,1354,490,6226,3974,4285,4761,6130,7955,9604,9917,5452,1650,53735,3615,2184,2007,2293,2352,1803,1247,693,285,16473
CED394,531,361,668,479,360,521,461,89,8,3482,74,94,168,172,182,249,297,77,4,1322,16,20,36,58,55,106,168,37,0,496,0,0,6,19,36,79,109,30,4,282,89,120,211,245,267,433,572,149,10,2090,136,238,421,469,419,341,224,40,3,2284,753,719,1301,1194,1042,1297,1253,283,23,7861,505,383,690,382,355,473,345,49,0,3179,51,146,196,157,187,268,215,48,3,1266,9,44,62,65,77,130,111,25,9,518,0,6,18,19,43,86,79,15,4,267,54,196,279,236,298,486,402,90,17,2057,124,199,380,267,232,217,127,28,5,1578,680,777,1345,885,887,1170,870,160,25,6807,1035,747,1356,859,713,999,803,137,5,6662,127,241,363,329,367,516,510,124,11,2587,20,65,97,118,127,234,280,65,9,1011,0,0,23,41,78,166,179,50,12,549,145,309,491,483,567,918,973,240,29,4146,255,435,800,739,648,553,354,67,9,3862
CED397,0,0,14,15,10,0,0,0,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,24,40,31,3,0,0,0,107,0,4,37,55,42,3,3,0,0,149,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,0,9,13,7,0,4,0,0,0,28,0,5,13,13,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,37,47,34,8,0,0,0,133
CED401,13047,11089,14986,10793,7879,5710,3311,1223,382,68413,1102,1544,2401,2274,2258,2649,2485,1300,542,16555,43,154,356,369,521,894,1083,705,358,4482,0,15,38,61,203,421,622,566,346,2267,1146,1710,2794,2706,2982,3963,4196,2569,1241,23304,876,946,1263,1031,890,691,454,281,99,6530,15068,13740,19041,14528,11750,10366,7967,4070,1727,98241,12599,10423,13652,10165,7480,6046,3775,1469,567,66172,716,2141,2836,2321,2272,2609,2672,1746,990,18301,29,373,606,467,703,1000,1254,939,743,6120,4,29,68,118,270,524,687,685,667,3054,750,2538,3511,2913,3239,4142,4614,3374,2398,27477,787,854,947,782,711,606,510,300,217,5723,14129,13822,18114,13855,11439,10790,8901,5142,3182,99379,25644,21511,28636,20954,15361,11757,7087,2691,942,134585,1815,3681,5238,4592,4530,5260,5160,3052,1532,34859,73,526,971,840,1222,1898,2338,1644,1094,10601,7,42,103,186,473,948,1306,1246,1019,5325,1898,4250,6310,5619,6225,8102,8802,5943,3642,50784,1659,1805,2209,1807,1599,1298,967,584,319,12249
CED402,11972,6997,6561,6139,6746,6335,4386,1619,395,51149,1619,1414,1493,1718,2229,3145,3481,1899,549,17549,95,170,233,346,644,1132,1695,1043,377,5740,6,9,47,93,260,656,1062,852,327,3315,1724,1598,1778,2148,3130,4926,6243,3797,1252,26604,1278,1001,1171,1285,1273,1159,953,524,207,8846,14977,9594,9502,9581,11143,12425,11584,5935,1850,86597,11813,5576,5823,6009,6392,6058,4286,1821,526,48305,1149,1721,1971,2061,2448,3256,3321,1982,853,18762,78,366,507,604,870,1324,1548,1143,577,7005,6,26,86,199,452,832,971,913,528,4005,1236,2110,2565,2865,3767,5406,5835,4032,1955,29770,1260,728,667,703,931,926,873,586,335,7011,14306,8408,9061,9571,11096,12397,10996,6438,2816,85087,23787,12573,12385,12145,13141,12393,8677,3438,916,99455,2768,3137,3470,3778,4674,6400,6799,3883,1401,36304,175,535,743,950,1516,2448,3243,2180,953,12745,12,38,132,286,712,1482,2032,1766,858,7320,2955,3706,4345,5011,6896,10338,12078,7829,3212,56377,2541,1725,1834,1988,2203,2090,1824,1108,538,15856
CED403,12032,8250,8709,8200,7238,5772,3882,1576,452,56119,1089,1347,1754,1879,2103,2659,2960,1793,649,16230,51,154,253,279,515,836,1250,1003,513,4848,0,6,31,55,157,362,716,702,458,2496,1136,1505,2033,2216,2772,3864,4926,3503,1620,23575,726,584,617,584,643,598,456,312,147,4664,13892,10342,11363,10996,10660,10235,9258,5390,2220,84355,11711,7537,8487,8503,7355,6331,4448,1913,745,57036,818,2024,2143,2247,2417,2895,3400,2277,1237,19456,45,315,455,459,646,1064,1544,1201,909,6635,3,19,56,112,267,537,798,866,848,3508,870,2357,2657,2810,3324,4493,5738,4344,2998,29592,625,533,549,544,580,628,545,364,269,4642,13210,10426,11686,11856,11261,11454,10741,6624,4008,91268,23742,15792,17201,16699,14599,12108,8333,3493,1200,113159,1910,3367,3897,4124,4521,5555,6354,4066,1883,35686,95,468,705,738,1158,1900,2786,2204,1425,11476,4,28,86,163,420,897,1518,1574,1310,6003,2007,3859,4691,5021,6100,8352,10666,7846,4620,53167,1357,1118,1162,1133,1227,1226,998,675,411,9301
CED404,12082,6417,6577,5956,6379,6351,4199,1664,350,49980,1516,1364,1552,1650,2267,3562,3477,1792,505,17681,88,173,276,335,638,1263,1718,1136,328,5947,7,17,42,94,293,811,1179,974,371,3789,1607,1555,1873,2075,3194,5632,6368,3904,1210,27417,1600,1060,1307,1202,1290,1292,951,568,197,9460,15283,9035,9754,9229,10870,13271,11519,6135,1757,86860,11813,5454,6010,5588,6118,5799,4084,1665,502,47032,1157,1618,2006,1995,2387,3253,3188,1943,734,18282,77,301,559,589,965,1410,1594,1158,515,7177,4,37,86,181,468,1018,1181,963,513,4441,1237,1955,2656,2765,3826,5688,5962,4064,1756,29908,1495,784,870,821,944,1051,836,589,288,7687,14537,8194,9536,9182,10880,12531,10889,6321,2549,84624,23891,11881,12590,11547,12497,12147,8283,3324,855,97018,2671,2986,3562,3641,4653,6816,6667,3738,1240,35966,165,475,836,923,1606,2669,3310,2295,841,13121,7,50,126,272,766,1829,2353,1936,884,8232,2838,3507,4530,4840,7023,11318,12334,7964,2967,57321,3091,1841,2179,2025,2230,2337,1784,1161,488,17145
