region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED601,48,2998,204,3250,267,5817,242,6326,90,3483,129,3702,63,3153,143,3359,113,5251,248,5612,173,5776,243,6192,259,6131,275,6665,406,5399,240,6045,394,3465,168,4027,455,1682,140,2277,309,375,69,753,2577,43530,2101,48208,32,2842,187,3061,114,5798,275,6187,59,3261,134,3454,44,3114,115,3273,100,5686,221,6007,172,6375,232,6779,291,6546,205,7042,407,5681,202,6290,383,3836,189,4408,692,2161,152,3005,873,580,79,1532,3167,45880,1991,51038,80,5840,391,6311,381,11615,517,12513,149,6744,263,7156,107,6267,258,6632,213,10937,469,11619,345,12151,475,12971,550,12677,480,13707,813,11080,442,12335,777,7301,357,8435,1147,3843,292,5282,1182,955,148,2285,5744,89410,4092,99246
CED602,46,2994,209,3249,227,5992,305,6524,110,3192,155,3457,68,2335,119,2522,129,4527,246,4902,224,5534,274,6032,369,6228,328,6925,551,5633,271,6455,509,3977,229,4715,416,1836,169,2421,262,385,75,722,2911,42633,2380,47924,29,2834,214,3077,142,5923,290,6355,57,3051,134,3242,52,2399,114,2565,120,5038,191,5349,223,6066,243,6532,329,6768,236,7333,482,5950,216,6648,421,4119,223,4763,646,2149,208,3003,699,540,113,1352,3200,44837,2182,50219,75,5828,423,6326,369,11915,595,12879,167,6243,289,6699,120,4734,233,5087,249,9565,437,10251,447,11600,517,12564,698,12996,564,14258,1033,11583,487,13103,930,8096,452,9478,1062,3985,377,5424,961,925,188,2074,6111,87470,4562,98143
CED603,38,2701,204,2943,200,5181,266,5647,87,3005,148,3240,66,3887,253,4206,120,5982,367,6469,157,5768,305,6230,263,6067,310,6640,306,5325,290,5921,329,3166,179,3674,392,1668,136,2196,326,402,59,787,2284,43152,2517,47953,18,2537,180,2735,99,5063,236,5398,53,3006,121,3180,44,3903,185,4132,97,6191,282,6570,230,6137,271,6638,278,6683,265,7226,367,5697,216,6280,366,3557,183,4106,743,2166,185,3094,882,668,101,1651,3177,45608,2225,51010,56,5238,384,5678,299,10244,502,11045,140,6011,269,6420,110,7790,438,8338,217,12173,649,13039,387,11905,576,12868,541,12750,575,13866,673,11022,506,12201,695,6723,362,7780,1135,3834,321,5290,1208,1070,160,2438,5461,88760,4742,98963
CED604,46,3092,158,3296,209,6153,273,6635,76,2977,116,3169,51,2329,196,2576,129,4631,331,5091,151,5867,331,6349,247,6318,272,6837,405,5893,265,6563,375,3763,177,4315,400,1770,120,2290,285,350,52,687,2374,43143,2291,47808,27,2925,152,3104,95,5874,187,6156,44,2824,93,2961,42,2294,97,2433,103,5200,193,5496,180,6530,216,6926,234,6913,221,7368,396,6317,223,6936,344,4028,169,4541,544,1990,167,2701,698,500,78,1276,2707,45395,1796,49898,73,6017,310,6400,304,12027,460,12791,120,5801,209,6130,93,4623,293,5009,232,9831,524,10587,331,12397,547,13275,481,13231,493,14205,801,12210,488,13499,719,7791,346,8856,944,3760,287,4991,983,850,130,1963,5081,88538,4087,97706
CED605,53,2984,220,3257,288,6381,284,6953,83,2996,149,3228,60,2023,115,2198,124,4169,226,4519,231,5668,299,6198,451,6876,331,7658,785,6688,389,7862,527,4518,261,5306,399,1806,140,2345,223,294,46,563,3224,44403,2460,50087,29,2918,222,3169,113,6009,324,6446,49,2774,131,2954,48,2037,118,2203,109,4707,220,5036,238,6306,245,6789,410,6987,289,7686,614,6709,327,7650,448,4149,226,4823,501,1698,142,2341,490,379,53,922,3049,44673,2297,50019,82,5902,442,6426,401,12390,608,13399,132,5770,280,6182,108,4060,233,4401,233,8876,446,9555,469,11974,544,12987,861,13863,620,15344,1399,13397,716,15512,975,8667,487,10129,900,3504,282,4686,713,673,99,1485,6273,89076,4757,100106
CED694,0,18,3,21,0,25,3,28,3,34,6,43,3,47,10,60,0,98,33,131,6,75,23,104,5,64,17,86,7,68,11,86,3,35,5,43,4,6,0,10,0,0,0,0,31,470,111,612,0,16,4,20,0,28,3,31,3,44,6,53,0,36,7,43,3,62,10,75,3,50,5,58,7,59,0,66,4,59,8,71,7,26,0,33,0,9,3,12,0,0,0,0,27,389,46,462,0,34,7,41,0,53,6,59,6,78,12,96,3,83,17,103,3,160,43,206,9,125,28,162,12,123,17,152,11,127,19,157,10,61,5,76,4,15,3,22,0,0,0,0,58,859,157,1074
CED697,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,0,16,0,16,0,12,6,18,0,21,0,21,0,13,0,13,0,5,0,5,0,0,0,0,0,0,0,0,0,71,9,80,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,9,0,9,0,4,3,7,0,3,0,3,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,27,6,33,0,0,0,0,0,0,3,3,0,0,3,3,0,7,0,7,0,25,0,25,0,16,9,25,0,24,0,24,0,18,0,18,0,8,0,8,0,0,0,0,0,0,0,0,0,98,15,113
CED701,28,4275,516,4819,163,8513,912,9588,58,3717,491,4266,59,3536,661,4256,90,7335,1552,8977,143,7106,1180,8429,226,6450,911,7587,315,4637,611,5563,246,1732,251,2229,154,385,75,614,42,47,21,110,1524,47733,7181,56438,20,4094,488,4602,79,8021,809,8909,39,3463,361,3863,33,3620,386,4039,90,7772,789,8651,153,7428,855,8436,216,6275,645,7136,340,4020,424,4784,294,1288,188,1770,195,366,81,642,105,69,31,205,1564,46416,5057,53037,48,8369,1004,9421,242,16534,1721,18497,97,7180,852,8129,92,7156,1047,8295,180,15107,2341,17628,296,14534,2035,16865,442,12725,1556,14723,655,8657,1035,10347,540,3020,439,3999,349,751,156,1256,147,116,52,315,3088,94149,12238,109475
CED702,48,3497,501,4046,186,5933,789,6908,61,3060,548,3669,40,4004,772,4816,74,8140,1669,9883,101,7092,1222,8415,152,6069,895,7116,214,4634,645,5493,231,1949,244,2424,196,483,120,799,69,55,26,150,1372,44916,7431,53719,21,3263,415,3699,89,5986,742,6817,32,2748,341,3121,27,3378,392,3797,76,8269,950,9295,116,7109,793,8018,138,6051,638,6827,194,4174,412,4780,186,1661,169,2016,256,450,85,791,152,59,23,234,1287,43148,4960,49395,69,6760,916,7745,275,11919,1531,13725,93,5808,889,6790,67,7382,1164,8613,150,16409,2619,19178,217,14201,2015,16433,290,12120,1533,13943,408,8808,1057,10273,417,3610,413,4440,452,933,205,1590,221,114,49,384,2659,88064,12391,103114
CED794,0,27,3,30,4,31,7,42,0,6,6,12,0,56,12,68,4,156,41,201,4,117,25,146,5,103,26,134,19,189,34,242,15,113,6,134,0,13,0,13,0,0,0,0,51,811,160,1022,0,29,7,36,0,39,4,43,0,18,4,22,0,65,6,71,0,147,19,166,0,71,14,85,4,114,18,136,18,155,26,199,3,74,9,86,0,6,0,6,0,0,0,0,25,718,107,850,0,56,10,66,4,70,11,85,0,24,10,34,0,121,18,139,4,303,60,367,4,188,39,231,9,217,44,270,37,344,60,441,18,187,15,220,0,19,0,19,0,0,0,0,76,1529,267,1872
CED797,0,0,0,0,0,0,0,0,3,0,0,3,0,14,0,14,0,28,0,28,0,18,0,18,0,12,3,15,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,3,83,3,89,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,0,0,3,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,3,19,0,0,0,0,0,0,0,0,3,3,0,6,0,14,0,14,0,35,0,35,0,18,3,21,0,15,3,18,0,8,0,8,0,6,0,6,0,0,0,0,0,0,0,0,3,99,6,108
CED801,75,5148,266,5489,369,10048,406,10823,135,5678,217,6030,73,5503,349,5925,162,10691,646,11499,196,10923,574,11693,250,11524,517,12291,308,9365,355,10028,334,4978,212,5524,427,2188,110,2725,372,484,40,896,2701,76530,3692,82923,39,4811,213,5063,176,9718,310,10204,71,5417,194,5682,81,5313,214,5608,158,10983,458,11599,223,11845,427,12495,323,12576,378,13277,371,9770,289,10430,384,5385,176,5945,743,2598,160,3501,964,728,83,1775,3533,79144,2902,85579,114,9959,479,10552,545,19766,716,21027,206,11095,411,11712,154,10816,563,11533,320,21674,1104,23098,419,22768,1001,24188,573,24100,895,25568,679,19135,644,20458,718,10363,388,11469,1170,4786,270,6226,1336,1212,123,2671,6234,155674,6594,168502
CED802,56,6494,351,6901,372,10215,432,11019,113,5821,378,6312,78,8817,801,9696,175,16146,1143,17464,211,13488,722,14421,281,10147,544,10972,330,8066,397,8793,335,4320,240,4895,396,1904,171,2471,261,403,97,761,2608,85821,5276,93705,28,6060,302,6390,195,9928,373,10496,64,5571,304,5939,54,8776,646,9476,167,16565,866,17598,234,13507,531,14272,361,10647,421,11429,358,8814,323,9495,390,4666,246,5302,611,2152,206,2969,645,534,215,1394,3107,87220,4433,94760,84,12554,653,13291,567,20143,805,21515,177,11392,682,12251,132,17593,1447,19172,342,32711,2009,35062,445,26995,1253,28693,642,20794,965,22401,688,16880,720,18288,725,8986,486,10197,1007,4056,377,5440,906,937,312,2155,5715,173041,9709,188465
CED894,0,11,0,11,0,16,0,16,0,31,3,34,0,34,5,39,4,72,7,83,0,54,6,60,3,26,10,39,3,23,8,34,0,9,3,12,0,0,0,0,0,0,0,0,10,276,42,328,0,18,0,18,0,14,0,14,0,24,3,27,0,41,3,44,0,70,0,70,3,42,3,48,3,32,3,38,3,22,0,25,3,6,0,9,3,0,0,3,3,0,3,6,18,269,15,302,0,29,0,29,0,30,0,30,0,55,6,61,0,75,8,83,4,142,7,153,3,96,9,108,6,58,13,77,6,45,8,59,3,15,3,21,3,0,0,3,3,0,3,6,28,545,57,630
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,7,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,7,0,7,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,27,0,27
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
