CED_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
CED515,0,0,0,10,22,2621,58,36,14,4,10,4,6,3,164,2928,712,16,11,3,0,0,0,0,0,111,846,295,4,3,0,0,0,0,0,0,47,358,133,7,0,0,5,0,0,0,0,26,168,9,0,0,0,0,0,0,0,0,8,10,434,10,7,0,5,0,0,0,0,84,537,7,0,0,0,0,0,0,0,0,11,20,1149,23,16,3,5,0,0,0,0,201,1398,14891,2248,3120,1055,1192,906,719,653,367,788,25941,7259,3657,8613,1913,2683,2731,2875,2860,1846,886,35329,972,348,836,207,350,418,506,706,536,488,5359,47,20,48,10,21,14,18,19,11,33,249,8282,4023,9496,2128,3057,3168,3399,3584,2396,1404,40934,40,6,11,0,4,3,0,5,4,130,201,23214,6278,12633,3186,4252,4076,4116,4242,2762,2329,67079
CED516,0,0,0,16,27,2872,98,77,6,7,10,15,13,3,112,3224,785,23,14,3,0,0,0,0,0,79,903,254,6,4,0,0,0,0,0,0,21,289,129,4,7,0,5,0,0,0,0,13,159,5,0,0,0,0,0,0,0,0,0,5,387,8,12,0,8,0,0,0,0,36,454,18,0,0,0,0,0,0,0,0,40,53,1192,29,23,4,8,0,3,3,0,153,1412,16285,2627,2975,691,715,548,473,356,187,566,25425,8772,3137,5277,1092,1448,1339,1206,1135,541,420,24376,1178,284,568,116,174,196,217,321,196,232,3476,54,24,20,3,7,6,0,4,3,9,138,10006,3448,5865,1211,1633,1539,1426,1460,744,664,27989,47,3,5,3,0,0,0,5,0,90,148,26336,6079,8846,1905,2340,2088,1898,1823,924,1317,53559
CED594,0,0,0,3,3,25,0,0,0,0,0,0,0,0,4,28,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,482,40,97,29,31,23,37,47,72,49,908,57,35,37,10,17,26,39,64,64,37,384,13,3,3,0,0,0,13,9,18,23,84,4,0,3,0,0,0,0,0,0,3,7,72,34,43,9,17,22,49,76,88,66,480,7,0,0,0,0,0,0,0,0,93,102,557,76,137,35,51,50,82,128,158,211,1484
CED597,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,21,3,5,0,3,5,0,17,116,13,3,9,3,10,0,7,0,3,3,49,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,3,9,3,10,0,10,3,3,3,46,0,0,0,0,0,0,0,0,0,0,0,57,19,26,8,17,0,17,9,3,18,168
CED601,0,0,0,3,9,1039,8,9,4,3,4,3,0,7,52,1135,310,3,3,0,0,0,0,0,0,26,344,89,0,0,0,0,0,0,0,0,9,98,16,0,3,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,106,0,3,3,0,0,0,0,0,14,125,7,0,0,0,0,0,0,0,0,4,8,420,0,4,4,0,0,0,0,0,46,477,5475,450,538,91,80,72,106,112,62,245,7224,931,336,792,202,215,308,314,279,229,120,3730,86,24,138,73,56,159,157,100,151,77,1010,5,0,4,3,0,0,3,3,7,7,31,1022,361,934,270,269,476,473,382,383,206,4774,27,0,3,5,0,0,0,0,0,19,55,6523,810,1480,371,349,547,577,493,445,468,12057
CED602,0,0,0,3,8,1043,7,4,0,0,0,0,0,0,54,1112,252,0,0,0,0,0,0,0,0,24,272,28,0,0,0,0,0,0,0,0,3,36,9,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,6,51,3,0,0,0,0,0,0,0,0,5,5,297,0,4,0,0,0,0,0,0,32,332,5218,334,395,89,72,54,44,58,31,228,6529,608,162,312,63,104,73,63,87,43,46,1550,43,8,19,5,9,8,16,28,16,28,178,8,0,3,0,0,0,0,0,3,4,16,661,172,332,67,113,81,83,117,60,74,1746,22,3,0,0,0,0,0,3,0,13,41,5900,504,725,162,189,128,125,170,94,318,8319
CED603,0,0,0,3,9,1280,14,12,0,3,3,6,6,5,53,1388,335,5,3,0,0,0,0,0,0,41,383,164,0,0,0,0,0,0,0,0,9,181,55,0,3,0,0,5,0,0,0,7,74,3,0,0,0,0,0,0,0,0,0,3,219,0,0,0,0,6,0,0,0,26,255,0,0,0,0,0,0,0,0,0,4,3,554,3,6,0,0,6,0,0,0,67,641,6260,648,665,160,140,140,151,158,116,268,8706,2079,747,1620,346,474,565,648,772,514,224,7983,270,80,184,72,95,163,197,196,218,143,1616,25,8,10,3,0,3,10,9,5,12,79,2365,829,1817,422,568,732,850,980,735,378,9682,15,0,0,0,0,0,3,0,0,16,37,8642,1481,2474,583,708,871,1005,1142,853,669,18425
CED604,0,0,0,3,10,1378,18,19,4,3,0,0,0,0,61,1487,354,4,3,0,0,0,0,0,0,37,398,82,0,0,0,0,0,0,0,0,4,87,8,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,6,92,0,0,0,0,0,0,0,0,6,108,0,0,0,0,0,0,0,0,0,7,8,451,5,3,0,3,0,0,0,0,45,514,7452,670,721,134,116,101,97,71,51,302,9723,1222,402,598,93,125,126,120,109,45,91,2924,72,20,45,20,18,28,19,33,40,31,323,11,3,3,0,0,0,0,0,3,3,33,1305,429,642,112,139,156,141,140,93,122,3281,22,0,0,0,0,0,0,0,0,31,53,8784,1099,1366,245,255,256,238,214,143,456,13056
CED605,0,0,0,0,13,1145,12,6,4,0,0,0,0,3,38,1211,219,0,6,0,0,0,0,3,0,19,248,32,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,3,268,0,5,0,0,0,0,3,0,24,300,6470,436,370,43,53,73,52,46,27,295,7863,670,114,188,32,37,32,42,57,20,35,1225,35,3,5,0,5,5,9,17,3,9,97,8,0,0,0,0,0,0,0,0,0,15,716,118,190,33,39,34,48,73,23,54,1332,23,0,0,0,0,0,0,0,0,12,33,7205,551,567,70,92,112,96,126,53,357,9227
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8,7,3,4,0,5,3,3,0,87,9,0,6,0,0,3,0,6,8,3,42,0,0,0,0,0,0,3,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,3,3,3,9,8,5,50,0,0,0,0,0,0,0,0,0,7,4,60,6,13,3,7,4,11,13,14,14,139
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,3,0,0,0,6,18
CED701,0,0,0,0,0,320,4,6,0,0,0,3,3,4,17,356,38,0,0,0,0,0,0,0,0,0,43,13,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,5,72,3960,602,862,226,311,245,319,331,195,325,7376,1228,542,1438,297,324,285,288,340,203,252,5205,308,34,87,19,15,53,41,68,55,96,780,12,3,21,5,0,10,9,3,4,9,70,1545,578,1540,322,336,341,344,415,262,357,6054,12,3,0,0,0,0,0,0,3,313,332,5522,1182,2410,546,649,591,658,744,460,994,13760
CED702,0,0,0,3,4,872,12,10,3,8,4,3,0,4,45,965,96,3,0,0,0,0,0,0,0,11,113,42,0,0,0,0,0,0,0,0,6,53,45,3,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,3,3,91,3,0,0,0,0,0,0,0,6,103,0,0,0,0,0,0,0,0,0,6,6,184,6,3,0,0,0,3,0,0,18,222,6249,961,1759,498,610,494,433,467,265,440,12184,3960,1296,4747,924,1135,1274,1246,1404,791,491,17266,779,106,365,74,102,162,176,232,219,191,2407,51,9,37,6,9,14,7,15,7,14,165,4782,1413,5147,1007,1243,1447,1427,1649,1018,697,19832,11,4,6,0,3,3,0,0,3,31,63,11047,2371,6912,1509,1855,1941,1864,2119,1291,1167,32079
CED794,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,22,17,7,6,8,16,25,16,13,267,26,0,13,8,6,4,13,25,14,11,126,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,26,0,13,8,6,3,13,32,16,14,134,0,0,0,0,0,0,0,0,0,0,3,163,26,29,15,7,15,26,57,33,31,402
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,22,11,27,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,11,53
CED801,0,0,0,14,14,2887,32,34,5,3,6,8,0,0,103,3072,613,7,5,0,0,0,0,0,0,44,670,318,3,0,0,0,0,0,0,0,22,344,154,3,3,0,0,0,0,3,0,10,170,3,0,0,0,0,0,0,0,0,0,3,472,3,3,0,0,0,0,5,0,32,520,7,0,0,0,0,0,0,0,0,18,22,1089,17,5,0,0,0,0,3,0,93,1215,15209,1575,1460,405,451,337,381,479,282,551,21129,8839,2443,4185,915,1102,1179,1478,1702,982,547,23367,992,175,283,63,87,147,185,259,238,157,2588,64,13,26,7,7,8,11,10,8,10,150,9891,2631,4485,985,1195,1334,1671,1965,1228,709,26107,24,3,3,0,0,3,0,0,3,120,162,25126,4208,5954,1391,1649,1676,2059,2452,1510,1383,47404
CED802,0,0,0,0,8,2367,38,50,11,15,8,17,12,4,68,2582,406,0,0,0,0,0,0,0,0,23,433,261,3,0,0,0,0,0,0,0,14,286,165,3,5,0,0,0,0,0,0,16,193,3,0,0,0,0,0,0,0,0,3,5,432,11,5,0,0,0,0,0,0,33,481,4,0,0,0,0,0,0,0,0,5,5,842,13,10,0,0,0,3,0,0,58,921,12280,1593,1808,598,523,473,511,431,226,477,18917,10156,5189,7525,1426,1484,1662,2067,2261,1470,706,33950,1392,395,802,169,240,268,454,499,452,360,5029,95,27,43,3,0,5,17,13,15,17,226,11641,5608,8369,1599,1723,1943,2540,2774,1930,1077,39207,19,3,13,0,0,0,3,0,0,30,77,23944,7210,10184,2191,2251,2417,3052,3207,2163,1584,58200
CED894,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,12,0,0,3,4,7,0,0,51,8,3,10,4,0,0,9,3,11,3,55,0,0,0,0,0,0,0,5,4,0,16,3,0,0,0,0,0,0,0,0,0,3,12,7,12,4,0,3,9,7,12,3,71,0,0,0,0,0,0,0,0,0,6,6,42,7,18,5,4,3,7,14,12,6,130
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,8,22
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
