CED_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
CED503,8,7,5,0,6,27,595,19,6,3,3,3,3,0,3,5,17,72,0,0,0,0,0,0,0,0,0,0,3,430,74,67,17,13,11,8,10,12,40,677,3,0,0,0,0,0,0,0,0,13,18,4653,343,363,79,52,47,30,28,19,174,5788,4726,152,115,28,17,16,32,16,7,110,5230,503,16,4,3,0,3,5,7,0,4,561,27,3,6,4,8,0,3,3,0,3,51,5,0,0,0,0,0,0,0,0,0,9,540,21,10,5,7,3,12,4,4,12,621,11,0,0,0,0,0,0,0,0,11,20,5275,178,131,37,29,19,43,25,12,127,5872,2598,71,57,8,0,9,6,7,3,114,2867,306,9,5,0,0,0,4,3,0,17,342,38,0,0,0,0,0,0,0,0,8,47,6,0,0,0,0,0,0,0,0,0,6,346,8,5,0,0,0,4,3,0,20,397,22,0,0,0,0,0
CED504,11,16,13,11,9,39,2367,765,115,113,18,24,29,32,29,12,50,1185,13,0,3,0,0,0,0,0,0,0,11,2690,309,255,41,33,43,44,42,18,89,3562,5,0,0,0,0,0,0,0,0,7,11,6425,551,468,70,51,61,60,48,28,185,7956,3292,96,92,11,9,3,7,3,4,79,3609,1213,40,41,3,6,14,10,3,5,23,1353,443,42,65,10,8,12,16,13,10,32,645,11,0,0,0,0,0,0,0,0,3,18,1668,79,102,13,14,26,22,15,15,59,2022,9,0,0,0,0,0,0,0,0,5,14,4973,174,194,23,25,33,32,17,22,151,5640,1585,56,45,5,9,7,7,4,0,46,1754,462,15,12,4,3,0,0,3,0,16,512,286,14,22,0,0,3,3,5,3,26,366,5,0,0,0,0,0,0,0,0,0,6,758,33,36,4,8,3,3,7,3,38,891,11,0,0,0,0,0
CED505,15,12,9,17,7,24,1383,70,14,19,3,11,9,5,6,11,27,177,3,0,3,0,0,0,0,0,0,3,9,1174,124,99,17,24,15,19,25,21,46,1577,3,0,0,0,0,0,0,0,0,3,7,4793,436,274,53,64,46,36,45,32,117,5884,3129,53,50,4,10,3,9,9,0,51,3317,875,38,15,3,4,0,8,3,3,20,966,98,26,20,3,6,5,7,3,6,15,204,7,0,0,0,0,0,0,0,0,0,7,983,58,40,10,14,6,17,9,10,37,1182,9,0,0,0,0,0,0,0,0,9,16,4123,111,87,9,26,10,20,15,6,101,4519,1512,49,45,3,4,0,6,4,0,54,1674,566,17,7,0,0,0,3,3,0,11,606,115,11,10,0,3,4,0,3,3,7,156,9,0,0,0,0,0,0,0,0,3,12,688,29,15,3,3,6,3,3,3,23,772,8,0,0,0,0,0
CED506,34,19,12,12,3,23,659,62,8,3,0,3,5,0,3,5,3,95,12,0,0,0,0,0,0,0,0,0,16,430,62,126,20,36,22,13,16,8,25,765,7,0,0,0,0,0,0,0,0,13,18,3091,253,407,74,96,54,44,32,23,156,4215,1859,47,43,14,12,6,8,4,3,74,2059,255,6,15,6,4,0,3,0,3,13,311,38,0,0,0,0,0,0,4,3,5,52,3,0,0,0,0,0,0,0,0,0,3,296,6,19,9,4,0,3,3,8,19,364,3,0,0,0,0,0,0,0,0,0,5,2156,50,58,18,14,10,14,6,6,88,2433,732,18,12,0,7,0,0,0,0,38,807,123,5,3,0,0,0,0,0,0,10,140,23,0,3,0,0,0,0,0,0,3,28,4,0,0,0,0,0,0,0,0,0,4,145,5,4,0,0,0,3,3,0,14,174,7,0,0,0,0,0
CED507,6,3,3,3,6,17,494,14,0,8,0,0,5,0,3,12,4,51,6,0,0,0,0,0,0,0,0,3,7,348,63,61,14,6,4,3,11,13,28,548,5,0,0,0,0,0,0,0,0,7,13,3608,289,250,49,36,19,22,18,16,137,4442,3351,91,80,16,7,11,8,4,10,85,3664,382,26,15,5,0,0,0,7,0,4,438,26,0,0,0,3,0,0,0,4,0,45,3,0,0,0,0,0,0,0,0,0,3,414,26,16,5,6,4,3,7,3,4,484,8,0,0,0,0,0,0,0,0,0,13,3769,119,94,21,16,17,12,14,9,86,4159,1530,37,34,3,6,3,3,4,0,57,1681,228,9,4,4,0,0,0,0,0,15,259,37,3,0,0,0,0,0,0,0,3,44,3,0,0,0,0,0,0,0,0,0,3,272,12,3,4,0,0,0,0,0,13,302,3,0,0,0,0,0
CED508,23,10,9,12,5,37,1904,230,52,41,10,11,8,12,16,11,35,421,5,0,3,0,0,0,0,0,0,0,5,1782,194,151,18,34,17,20,25,16,67,2335,9,0,0,0,0,0,0,0,0,0,6,5542,419,327,55,62,57,42,49,26,148,6727,2949,72,64,13,20,13,3,15,6,53,3194,1403,20,19,0,0,5,6,3,5,36,1511,327,33,16,3,6,10,5,6,8,21,423,9,0,0,0,0,0,0,0,0,3,15,1740,51,34,7,7,8,11,12,11,63,1950,10,0,0,0,0,0,0,0,0,7,15,4695,124,97,17,28,22,11,27,20,119,5154,1329,44,44,3,3,5,5,4,0,29,1464,854,4,8,0,0,0,3,0,0,25,902,535,17,8,0,0,4,0,0,0,21,578,11,0,0,0,0,0,0,0,0,0,13,1397,22,18,0,3,4,8,0,0,46,1497,15,0,0,0,0,0
CED509,12,17,3,6,4,29,1161,114,16,47,10,10,16,15,22,20,29,299,6,0,0,0,0,0,0,0,0,0,8,965,133,158,31,24,32,19,28,25,61,1469,3,0,0,0,0,0,0,0,0,47,55,5374,335,362,67,74,52,26,36,37,228,6590,4230,73,81,18,10,11,8,3,13,91,4526,814,14,21,3,7,5,3,3,3,22,895,110,6,19,5,4,4,5,8,14,9,189,14,0,0,0,0,0,0,0,0,0,13,934,23,41,7,4,11,13,14,21,33,1094,6,0,0,0,0,0,0,0,0,15,21,5174,95,121,31,16,20,19,17,28,138,5648,2249,57,22,3,3,3,5,4,0,62,2410,510,4,13,0,3,3,0,0,0,32,569,128,0,10,0,3,0,3,0,0,5,155,3,0,0,0,0,0,0,0,0,0,3,642,4,15,0,5,4,3,0,0,35,719,13,0,0,0,0,0
CED510,10,8,15,7,7,26,1608,120,10,21,0,8,9,6,3,3,14,191,12,0,0,0,0,0,0,0,0,0,12,1392,174,127,8,16,14,21,9,9,38,1815,4,0,0,0,0,0,0,0,0,3,6,7642,749,503,62,46,31,45,35,23,122,9269,4478,195,137,20,27,9,18,20,9,54,4964,949,35,25,3,4,4,3,3,0,20,1049,91,7,10,0,3,4,0,3,0,0,126,8,0,0,0,0,0,0,0,0,0,12,1053,45,34,3,3,7,9,4,0,24,1182,9,0,0,0,0,0,0,0,0,4,19,5543,241,169,20,34,20,22,25,10,85,6161,1661,124,93,12,9,7,3,10,4,57,1975,396,20,16,0,0,0,3,0,0,4,445,88,6,12,4,0,3,0,0,0,4,124,4,0,0,0,0,0,0,0,0,0,4,486,23,34,3,0,3,3,3,0,15,573,7,0,0,0,0,0
CED511,7,12,3,4,4,18,545,16,5,24,4,3,4,4,3,4,3,76,10,0,0,0,0,0,0,0,0,0,13,400,49,89,20,11,14,3,5,13,22,636,7,3,0,0,0,0,0,0,0,8,18,3764,232,291,70,47,30,15,25,16,151,4648,3256,81,68,9,12,8,0,3,5,117,3562,358,11,16,3,3,0,3,0,0,8,405,15,0,8,0,0,4,0,0,0,4,34,3,0,0,0,0,0,0,0,0,0,3,385,12,20,3,3,3,5,0,4,13,448,5,0,0,0,0,0,0,0,0,8,16,3642,91,88,15,14,15,6,3,8,134,4021,1553,43,12,3,3,4,3,0,0,61,1676,232,4,3,0,3,0,0,0,0,7,248,30,0,3,0,0,0,0,0,0,3,35,9,0,0,0,0,0,0,0,0,0,6,261,4,3,0,3,0,0,0,0,17,294,15,0,0,0,0,0
CED512,13,29,13,9,9,25,1193,85,23,27,9,14,7,8,10,13,25,213,9,0,0,0,3,0,0,0,0,3,12,879,168,192,27,21,29,25,17,18,49,1423,7,0,3,0,0,0,0,0,0,21,33,5238,705,725,105,116,75,61,58,39,221,7333,3802,217,272,46,41,40,33,28,13,139,4634,558,31,49,12,12,4,10,6,6,20,711,82,16,7,4,6,7,3,8,10,22,155,3,0,0,0,0,0,0,0,0,0,3,639,50,53,18,16,14,11,16,12,38,875,11,0,0,0,0,0,0,0,0,20,28,4456,268,324,62,57,51,45,46,28,196,5535,1637,146,105,7,7,8,11,12,4,85,2030,237,11,12,0,4,3,4,3,0,5,286,64,14,3,0,0,3,0,3,0,8,105,3,0,0,0,0,0,0,0,0,0,3,299,31,17,7,4,7,7,12,0,19,390,17,0,0,0,0,0
CED513,19,10,21,21,4,44,2105,416,55,61,26,23,13,17,23,22,56,721,13,0,0,0,0,0,0,0,0,0,21,2185,168,168,40,48,27,41,46,30,101,2840,5,0,0,0,0,0,0,0,0,4,11,5761,310,299,67,74,56,52,65,32,201,6906,3114,46,50,10,11,6,0,7,0,66,3308,1559,27,29,3,5,3,4,6,5,39,1680,409,28,30,9,9,6,3,4,8,25,526,13,0,0,0,0,0,0,0,0,0,20,1984,54,57,7,11,13,11,8,11,62,2224,6,0,0,0,0,0,0,0,0,5,12,5105,93,108,16,21,20,11,15,11,134,5544,1425,27,20,3,5,0,4,5,0,60,1546,1083,9,7,4,0,0,0,0,0,46,1142,520,20,17,0,0,0,3,3,0,25,581,22,0,0,0,0,0,0,0,0,8,33,1620,24,21,4,4,0,3,4,0,79,1755,13,0,0,0,0,0
CED514,28,15,9,3,5,62,2590,496,101,89,23,47,32,29,12,31,64,908,24,0,0,0,0,0,0,0,0,3,30,2673,275,208,38,73,46,34,23,32,129,3532,3,0,0,0,0,0,0,0,0,5,12,5738,481,327,67,93,67,44,35,34,188,7059,2913,66,48,5,9,3,0,9,3,59,3118,1957,43,25,3,3,7,3,9,4,43,2092,501,34,43,12,12,14,11,10,13,33,679,23,0,0,0,0,0,0,0,0,7,25,2477,77,72,16,21,22,19,12,14,75,2796,14,0,0,0,0,0,0,0,0,3,16,5403,138,119,20,27,28,19,21,18,136,5933,1511,36,29,6,4,3,0,7,4,58,1665,1318,14,6,0,0,0,3,0,0,34,1386,629,22,16,4,3,4,4,0,4,21,712,28,0,0,0,0,0,0,0,0,0,28,1973,34,27,4,6,3,7,3,3,53,2122,7,0,0,0,0,0
CED515,26,27,15,16,17,29,2010,223,64,79,22,21,24,20,25,55,65,597,7,0,0,0,0,0,0,0,0,3,17,1698,269,271,43,47,48,30,39,76,98,2618,10,0,0,0,0,0,0,0,0,18,24,5074,479,455,93,92,79,56,57,87,185,6658,2974,84,45,13,12,13,9,9,0,60,3209,1158,53,37,6,10,8,3,15,4,37,1335,202,24,45,9,11,11,4,5,14,28,356,11,0,0,0,0,0,0,0,0,3,12,1376,77,82,20,19,14,16,21,18,66,1704,10,0,0,0,0,0,0,0,0,10,28,4359,155,130,29,29,26,21,23,24,140,4940,1657,30,16,4,0,3,3,0,0,93,1800,729,15,6,0,0,3,0,3,0,28,794,224,10,13,6,3,3,0,0,3,32,303,4,0,0,0,0,0,0,0,0,3,10,959,28,17,7,3,7,0,6,3,60,1104,7,0,0,0,0,0
CED516,22,25,12,15,8,39,2817,305,50,55,14,28,18,18,24,17,45,567,19,3,0,0,0,0,0,0,0,3,25,2528,361,215,45,47,40,29,38,24,83,3401,6,0,0,0,0,0,0,0,0,5,7,6447,634,381,73,69,55,42,55,26,151,7938,3676,72,68,8,11,4,0,10,4,61,3909,1759,55,23,0,7,7,10,7,3,27,1896,309,29,33,10,14,3,13,11,11,27,452,19,0,0,0,0,0,0,0,0,0,17,2082,82,56,17,22,8,23,13,13,56,2373,9,0,0,0,0,0,0,0,0,3,12,5765,156,124,20,33,12,23,25,15,120,6298,1860,51,37,3,3,3,3,3,3,58,2030,749,24,12,0,0,3,11,0,0,16,820,247,19,25,0,6,0,6,11,0,16,334,9,0,0,0,0,0,0,0,0,0,7,1004,49,39,7,6,6,14,10,0,33,1165,5,0,0,0,0,0
CED594,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,9,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,13,13,163,13,12,4,9,3,3,5,4,33,251,132,0,3,0,0,0,0,0,0,4,147,13,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,17,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,12,9,145,3,6,0,0,0,0,0,0,18,176,16,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
CED597,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,4,0,5,0,0,14,270,17,0,14,11,0,8,7,0,4,7,69,0,0,0,0,0,0,0,0,0,0,0,210,32,28,15,5,13,8,0,3,17,337,3,0,0,0,0,0,0,0,0,3,5,1455,66,69,18,10,17,14,7,3,66,1725,1592,15,12,3,0,0,3,0,0,40,1668,219,0,8,0,0,0,0,0,0,3,235,18,3,13,0,0,8,4,3,0,5,54,4,0,0,0,0,0,0,0,0,0,4,241,3,20,4,0,6,6,9,0,5,293,6,0,0,0,0,0,0,0,0,4,12,1839,15,31,10,4,6,9,9,4,50,1972,843,7,4,0,0,0,0,0,3,38,900,174,0,0,0,0,0,0,0,0,7,182,15,0,3,6,3,8,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,192,0,3,5,3,8,3,0,0,9,221,6,0,0,0,0,0
CED602,0,0,0,0,0,6,198,7,0,3,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,5,163,15,21,0,3,0,0,0,0,10,213,3,0,0,0,0,0,0,0,0,0,3,1356,58,50,4,10,0,3,4,0,38,1524,1651,18,15,0,0,3,0,4,0,38,1740,144,4,0,0,3,0,0,0,0,5,159,6,0,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,0,3,150,4,3,0,3,0,0,0,5,8,176,6,0,0,0,0,0,0,0,0,0,7,1812,22,17,0,3,9,0,4,5,42,1917,909,5,3,0,0,0,0,0,0,46,962,119,3,0,0,0,0,0,0,0,3,125,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,128,3,0,0,0,0,0,0,0,4,142,8,0,0,0,0,0
CED603,5,3,0,3,0,17,531,56,22,32,9,11,23,6,9,4,10,192,7,0,0,0,0,0,0,0,0,0,12,502,60,56,22,16,21,5,9,6,29,731,3,0,0,0,0,0,0,0,0,0,3,1968,122,85,26,18,27,6,11,11,52,2334,1514,14,8,3,0,3,0,0,0,42,1591,438,13,5,0,0,0,3,0,0,7,466,58,4,12,5,3,5,3,0,0,11,105,7,0,0,0,0,0,0,0,0,0,5,496,14,21,7,8,5,3,3,0,17,574,3,0,0,0,0,0,0,0,0,0,3,2017,36,27,10,6,10,3,3,0,58,2173,849,7,6,0,0,0,0,3,0,33,901,344,4,3,0,0,0,0,0,0,11,362,71,9,3,0,3,3,6,0,6,3,109,5,0,0,0,0,0,0,0,0,0,8,424,10,12,0,3,3,6,0,6,11,482,3,0,0,0,0,0
CED604,3,0,3,0,0,8,347,15,0,5,3,3,9,3,3,3,0,48,3,0,0,0,0,0,0,0,0,0,3,287,27,36,8,4,6,8,3,4,8,393,4,0,0,0,0,0,0,0,0,0,5,2066,111,83,21,11,11,15,8,9,51,2374,2131,46,21,3,0,3,4,0,0,73,2291,289,12,3,0,0,0,0,0,3,8,322,18,3,0,3,4,0,0,3,0,0,33,5,0,0,0,0,0,0,0,0,0,5,306,11,7,7,4,0,0,4,3,12,355,10,0,0,0,0,0,0,0,0,3,8,2448,62,26,7,4,3,9,3,3,87,2658,1156,17,18,3,3,0,0,0,0,38,1231,197,0,3,0,0,0,0,0,0,15,217,21,0,5,0,0,0,0,0,0,3,28,3,0,0,0,0,0,0,0,0,0,3,220,3,3,0,0,0,0,0,0,20,247,5,0,0,0,0,0
CED605,0,3,0,0,0,4,189,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,157,22,13,0,0,3,0,0,0,4,202,3,0,0,0,0,0,0,0,0,3,3,1848,75,60,0,3,9,5,3,0,66,2072,2170,28,27,0,0,0,0,0,0,72,2302,200,3,3,0,0,0,0,0,0,3,207,13,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,3,209,3,3,0,0,0,0,3,0,3,222,4,0,0,0,0,0,0,0,0,3,7,2390,32,30,0,3,0,0,3,0,76,2533,1003,10,4,4,0,0,0,3,3,36,1059,123,0,0,0,0,0,0,0,0,6,131,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,128,0,0,0,0,0,0,0,0,4,136,11,0,0,0,0,0
CED694,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,3,25,13,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,5,3,5,4,7,24,463,98,4,3,0,3,3,4,7,3,19,146,5,3,5,0,0,0,0,0,0,0,8,443,38,41,7,7,10,13,8,13,45,619,3,0,0,0,0,0,0,0,0,22,21,1598,118,117,30,30,30,32,27,20,123,2132,758,10,16,0,3,0,4,7,0,40,850,203,3,3,0,3,0,0,0,3,10,235,74,0,3,0,0,0,0,0,0,9,85,0,0,0,0,0,0,0,0,0,0,3,274,3,10,0,3,0,0,0,3,18,321,5,0,0,0,0,0,0,0,0,5,13,1040,21,27,3,8,0,4,7,3,60,1176,227,0,3,0,0,0,0,0,0,6,241,59,3,0,0,0,0,3,0,0,5,68,34,0,0,0,0,0,0,0,3,3,46,0,0,0,0,0,0,0,0,0,0,0,91,3,0,0,0,0,3,0,4,9,111,0,0,0,0,0,0
CED702,16,14,22,25,7,45,1293,189,10,26,7,8,10,11,10,15,36,326,14,0,3,0,0,0,0,0,0,3,20,1190,94,126,18,18,24,30,38,24,85,1637,0,0,0,0,0,0,0,0,0,7,8,2745,159,209,34,35,36,53,43,30,141,3491,1136,22,20,0,11,3,0,6,3,44,1250,647,21,19,8,0,3,6,0,0,26,739,216,9,8,3,4,0,7,7,5,13,273,7,0,0,0,0,0,0,0,0,0,8,865,29,28,8,3,3,16,4,12,43,1018,3,0,0,0,0,0,0,0,0,3,5,2003,54,53,10,17,8,16,9,10,85,2269,410,3,3,0,0,0,0,0,0,19,435,292,11,3,0,3,0,0,0,3,14,323,166,0,5,0,3,0,0,0,0,7,183,4,0,0,0,0,0,0,0,0,0,11,462,7,9,0,8,3,3,0,7,25,522,0,0,0,0,0,0
