CED_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED515,40,4583,414,5033,254,7070,550,7870,86,4155,292,4536,87,7454,682,8225,171,15950,1727,17844,164,10545,1111,11821,259,8324,879,9465,336,6823,717,7874,430,4521,471,5426,535,2012,299,2839,491,571,154,1220,2849,72006,7298,82159,29,4376,361,4768,114,6752,495,7363,47,3754,282,4082,48,6663,643,7355,113,15050,1514,16681,152,9901,884,10937,266,8155,734,9162,421,7380,689,8488,428,4903,520,5860,870,2556,406,3830,1276,888,360,2519,3767,70390,6894,81047,71,8956,776,9800,363,13820,1043,15234,131,7908,575,8617,139,14118,1326,15573,284,31003,3245,34530,318,20445,2001,22763,530,16483,1613,18626,759,14206,1400,16365,862,9426,997,11282,1402,4571,704,6677,1758,1461,515,3741,6619,142393,14196,163202
CED516,39,3231,125,3393,247,8412,285,8947,111,4757,144,5013,66,4551,212,4828,107,7071,466,7642,99,7689,391,8175,112,8327,461,8889,185,7762,412,8356,324,5683,308,6315,439,2500,225,3163,447,771,181,1394,2171,60745,3200,66123,12,3093,140,3247,127,7962,304,8394,58,4446,209,4717,53,4139,165,4361,87,6997,363,7447,111,8677,350,9141,144,9413,398,9955,240,8664,384,9288,366,5927,331,6626,727,3040,383,4153,1134,1023,432,2585,3063,63388,3466,69914,50,6326,260,6640,376,16381,590,17338,166,9200,355,9723,123,8692,379,9191,196,14065,826,15091,210,16367,740,17320,258,17738,860,18847,420,16427,791,17647,693,11608,643,12941,1165,5536,611,7313,1581,1788,614,3979,5235,124136,6670,136038
CED594,0,67,12,81,4,101,8,120,0,61,22,84,3,194,60,254,9,553,215,773,11,387,209,606,12,377,241,638,16,401,119,540,22,290,65,375,7,40,12,58,3,8,0,12,85,2475,971,3532,0,57,21,79,3,100,19,120,0,49,16,65,0,184,59,242,4,384,149,534,9,199,100,305,6,216,99,325,27,333,76,442,17,187,47,254,11,28,6,37,6,3,3,11,79,1737,601,2415,0,122,37,161,3,199,32,237,0,113,46,151,3,377,117,503,13,933,364,1306,16,585,305,910,24,594,340,957,43,735,200,977,37,482,118,633,17,65,15,98,9,8,3,23,164,4208,1576,5950
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,17,0,94,26,124,0,105,22,120,0,78,13,94,0,37,8,43,0,4,0,8,0,0,0,3,0,3,0,3,0,341,69,408,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,3,6,0,3,0,3,0,6,3,8,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,20,0,99,24,127,0,109,22,127,0,85,16,105,0,44,8,43,0,4,0,8,0,0,0,3,0,3,0,3,0,364,69,434
CED601,38,2683,223,2946,313,5549,393,6250,158,3037,209,3410,119,3253,290,3654,163,5186,456,5803,163,5063,430,5657,280,5814,491,6586,415,5462,479,6353,502,4233,444,5182,431,1923,193,2555,339,475,81,891,2928,42673,3689,49289,18,2597,210,2827,176,5518,364,6055,89,2860,202,3157,78,3018,247,3345,131,5439,435,6007,193,5641,412,6248,327,6255,491,7081,457,5938,515,6914,507,4600,472,5575,682,2277,276,3239,896,593,171,1662,3556,44744,3802,52099,58,5278,436,5775,485,11060,753,12304,250,5900,416,6565,201,6269,531,7000,290,10626,890,11810,357,10707,844,11905,614,12073,985,13665,867,11399,995,13259,1012,8833,915,10759,1113,4199,471,5790,1234,1068,252,2552,6486,87418,7493,101390
CED602,35,2531,167,2736,351,5437,368,6147,154,2757,159,3072,106,2345,181,2636,176,4371,322,4872,232,4592,346,5173,359,5645,499,6507,520,5781,508,6814,675,4460,429,5567,498,2143,235,2877,306,454,93,854,3410,40521,3314,47253,30,2513,190,2730,176,5299,351,5830,78,2683,174,2931,73,2339,143,2551,153,4728,339,5220,234,5059,357,5649,400,6206,441,7044,506,6139,504,7154,561,4860,465,5890,661,2414,285,3362,731,581,122,1440,3602,42824,3382,49808,61,5042,361,5463,527,10737,714,11977,237,5440,331,6003,175,4683,329,5190,330,9106,665,10095,465,9656,700,10818,758,11855,938,13553,1028,11920,1011,13964,1232,9322,897,11456,1165,4560,518,6242,1037,1035,215,2295,7014,83348,6693,97058
CED603,34,2545,187,2765,237,5303,320,5865,93,2850,161,3109,96,3559,236,3891,163,6609,513,7288,162,5451,435,6048,278,5824,501,6605,373,5512,466,6357,390,3767,354,4517,422,1786,224,2432,362,498,100,955,2620,43700,3500,49817,28,2430,151,2612,112,5149,296,5560,57,2932,183,3172,58,3503,236,3798,150,6598,484,7231,208,5986,450,6643,336,6151,443,6932,408,5984,459,6859,484,4268,367,5120,680,2133,269,3075,904,663,184,1747,3420,45808,3528,52758,66,4979,332,5371,356,10454,621,11428,150,5787,344,6280,158,7064,474,7693,309,13207,999,14520,364,11441,890,12695,611,11978,948,13537,787,11495,933,13210,878,8038,723,9635,1101,3912,488,5509,1264,1158,278,2701,6040,89506,7023,102573
CED604,48,2939,160,3148,315,6160,336,6814,100,2941,147,3190,70,2349,207,2622,137,4904,479,5525,165,5570,440,6171,264,6081,468,6811,390,6261,468,7128,512,4794,397,5701,446,2158,224,2823,357,477,64,901,2799,44635,3393,50828,26,2900,158,3078,170,5906,293,6366,58,2729,140,2928,52,2274,130,2457,127,5522,307,5955,187,6194,364,6743,301,6781,404,7481,417,6882,472,7764,494,5194,372,6062,607,2436,248,3297,771,602,111,1491,3213,47414,2989,53619,72,5835,312,6222,483,12068,627,13178,161,5665,283,6114,119,4621,335,5076,265,10428,791,11485,353,11765,803,12917,558,12861,873,14289,810,13143,941,14888,1005,9994,772,11760,1057,4595,473,6124,1131,1083,180,2394,6015,92048,6382,104446
CED605,48,2669,210,2922,337,5794,456,6589,130,2787,231,3151,85,2157,189,2431,135,4205,370,4713,217,4795,440,5446,434,6272,600,7299,712,6962,697,8363,755,5717,599,7069,500,2190,291,2981,288,373,89,752,3636,43922,4167,51723,27,2423,220,2670,148,5630,447,6225,67,2607,225,2899,58,2123,199,2382,106,4708,397,5208,185,5232,471,5886,459,6500,586,7548,690,6988,652,8342,595,5449,564,6609,587,2109,251,2947,494,462,122,1072,3404,44240,4146,51790,74,5092,430,5593,477,11421,906,12808,195,5401,453,6051,143,4282,388,4814,238,8913,768,9920,399,10024,911,11333,891,12770,1186,14851,1401,13955,1352,16702,1351,11170,1164,13678,1083,4302,544,5930,780,832,208,1823,7039,88158,8312,103510
CED694,0,27,0,27,0,17,0,16,3,28,3,34,3,41,19,56,0,81,34,120,3,63,25,93,8,49,17,77,3,38,7,52,0,39,4,48,0,4,3,8,0,0,0,0,23,385,117,524,0,19,0,20,0,17,5,22,0,30,3,33,0,21,6,29,0,51,12,69,3,47,3,54,3,43,13,59,4,51,4,56,6,28,3,38,3,7,0,5,0,0,0,0,19,314,61,393,0,38,0,40,0,29,4,36,3,57,5,62,3,59,24,90,0,139,43,183,9,110,29,147,9,90,34,135,7,92,13,113,8,67,8,84,4,8,3,12,0,0,0,3,43,697,175,912
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,15,4,15,0,7,0,5,0,11,0,10,0,5,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,45,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,21,4,23,0,7,0,5,0,15,0,15,0,11,0,12,0,7,0,7,0,0,0,0,0,0,0,0,0,63,5,68
CED701,37,3818,680,4533,175,7830,1127,9132,74,3442,681,4195,49,3363,1028,4436,132,7571,2473,10179,133,6635,1904,8681,256,6564,1692,8518,287,4897,1110,6293,329,2269,482,3087,169,546,140,848,68,61,26,151,1710,46993,11343,60055,27,3591,658,4282,100,7252,1004,8350,46,3025,545,3614,39,3211,635,3887,83,7824,1466,9372,109,6645,1153,7902,275,6402,1153,7827,358,4537,825,5719,350,1799,344,2492,246,455,108,813,123,62,37,229,1758,44814,7919,54495,60,7415,1339,8816,269,15078,2133,17480,123,6466,1222,7813,84,6577,1664,8324,216,15398,3939,19546,241,13283,3060,16580,535,12972,2845,16341,646,9430,1939,12018,679,4071,825,5577,419,1002,248,1660,192,126,60,380,3471,91805,19269,114545
CED702,54,3961,492,4513,285,6461,670,7416,90,2898,317,3308,54,3798,547,4398,108,10236,1473,11815,115,8030,1013,9150,156,6672,834,7669,237,4846,690,5775,294,2518,382,3190,232,704,107,1046,113,102,30,243,1748,50217,6562,58527,34,3892,446,4374,103,6313,679,7100,53,2673,287,3019,32,3376,455,3861,90,10143,1334,11575,108,7832,891,8829,181,6286,740,7202,237,4569,614,5417,257,2240,312,2811,323,649,108,1081,200,76,39,321,1623,48043,5923,55594,87,7850,940,8882,389,12776,1355,14520,140,5576,611,6327,89,7169,1008,8265,198,20380,2803,23389,223,15856,1900,17984,334,12961,1578,14870,475,9414,1301,11192,555,4756,690,6002,561,1350,222,2125,316,176,71,560,3374,98266,12481,114120
CED794,0,31,6,45,0,40,10,48,0,18,3,16,0,59,39,98,5,129,95,219,3,134,78,215,7,161,87,257,17,168,47,229,10,135,32,174,0,16,9,20,0,0,0,0,48,891,388,1332,0,30,12,34,0,59,17,76,0,16,0,17,0,50,36,85,0,153,85,239,7,114,62,180,8,132,60,203,7,160,39,212,8,78,15,105,0,8,3,10,0,0,0,0,36,793,329,1157,0,62,16,81,0,100,21,123,0,29,3,32,0,108,70,183,3,278,179,457,11,247,135,396,15,298,146,461,28,328,91,438,19,209,50,278,3,21,12,38,0,0,0,0,84,1686,723,2489
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,23,4,23,0,14,0,16,0,11,0,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,61,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,14,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,21,4,30,0,14,3,19,0,9,0,9,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,62,12,70
CED801,69,5533,311,5917,559,10657,463,11683,195,6050,281,6530,137,6931,532,7594,223,12998,1250,14468,274,11663,958,12894,366,11809,878,13058,408,10202,711,11318,544,6822,527,7893,611,2757,309,3675,612,679,94,1384,3995,86108,6322,96420,43,5300,265,5610,248,10217,435,10903,150,6007,291,6446,106,6550,405,7059,239,13446,1010,14693,290,12296,777,13367,457,12720,768,13942,521,10749,718,11987,638,7456,552,8647,1008,3248,338,4597,1317,866,180,2369,5019,88853,5747,99615,112,10836,576,11531,806,20876,903,22585,349,12055,572,12977,239,13480,936,14652,460,26441,2259,29170,561,23962,1742,26258,828,24520,1654,27002,929,20949,1428,23306,1181,14274,1087,16544,1616,6007,645,8268,1930,1553,268,3752,9013,174962,12070,196037
CED802,100,7527,404,8030,550,11987,531,13065,179,5408,292,5873,122,7634,526,8277,212,16659,1118,17983,231,14951,926,16112,313,11054,699,12062,363,7874,465,8712,478,5310,361,6146,541,2073,213,2825,384,502,73,958,3473,90979,5600,100046,63,6925,345,7338,272,11532,469,12278,128,5334,276,5732,111,7847,537,8491,241,17747,1050,19042,357,15043,817,16215,417,11144,620,12182,535,8645,576,9755,558,6045,393,7004,813,2349,227,3386,822,543,131,1495,4323,93147,5440,102909,164,14451,754,15365,824,23518,1004,25344,303,10736,562,11604,230,15475,1056,16768,450,34405,2168,37027,588,29991,1741,32323,724,22196,1324,24243,900,16520,1045,18464,1037,11355,755,13150,1357,4420,434,6212,1207,1042,202,2449,7794,184120,11043,202955
CED894,0,5,0,5,0,10,0,10,0,10,3,16,0,34,3,36,0,53,12,63,7,46,23,67,4,25,17,43,3,23,15,38,3,9,3,15,0,3,0,5,0,0,0,0,19,219,75,312,0,6,0,6,0,12,0,12,3,15,3,20,0,34,9,42,0,34,3,44,0,28,9,40,3,20,5,26,3,25,7,34,0,9,0,9,0,4,0,4,3,0,0,3,15,192,23,228,0,12,0,12,0,23,0,22,3,25,7,35,0,65,10,79,3,92,14,108,5,74,25,107,6,48,18,68,8,44,22,78,3,18,3,24,0,4,0,8,3,0,0,3,28,406,98,538
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,4,0,3,0,3,0,3,0,3,4,3,0,6,0,0,0,0,0,0,0,0,4,21,0,21,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,4,0,0,0,0,0,5,0,5,0,4,0,4,0,4,0,4,0,0,3,6,0,0,0,0,0,0,0,0,0,26,5,28,0,0,0,3,0,3,0,3,0,0,4,3,0,3,4,10,0,0,0,0,0,5,0,5,0,9,0,9,0,11,0,11,4,6,3,13,0,0,0,0,0,0,0,0,4,41,10,55
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
